tf	target	mor	likelihood	state
ADNP	ZMYM4	3.45657433615162e-07	1	activation
ADNP	ABCC1	2.48201330898121e-10	1	activation
ADNP	ABHD5	0	1	inhibition
ADNP	ABT1	1.10248171958527e-08	1	activation
ADNP	AC002127.4	0	1	inhibition
ADNP	AC006076.1	1.30690816323011e-10	1	activation
ADNP	AC007319.1	1.33598651431453e-11	1	activation
ADNP	AC011288.2	2.48201330898121e-10	1	activation
ADNP	AC024084.1	0	1	inhibition
ADNP	AC073284.4	0.338724971804383	1	activation
ADNP	AC092171.4	2.48201330898121e-10	1	activation
ADNP	ADAMTS14	7.00439909545954e-11	1	activation
ADNP	ADCY7	2.48201330898121e-10	1	activation
ADNP	AKT2	2.48201330898121e-10	1	activation
ADNP	ALDH1A1	0	1	inhibition
ADNP	ALDH1A2	0	1	inhibition
ADNP	ANO6	1.23042071273866e-07	1	activation
ADNP	ANTXR2	0	1	inhibition
ADNP	ARHGEF1	3.4423593258399e-11	1	activation
ADNP	ARHGEF37	7.87725146845184e-10	1	activation
ADNP	ARID5B	-2.11035154077807e-34	1	inhibition
ADNP	ARL5A	4.73363201939019e-06	1	activation
ADNP	ARPC3P5	0	1	inhibition
ADNP	ASAP1	3.18253695086279e-10	1	activation
ADNP	ASCC2	2.48201330898121e-10	1	activation
ADNP	ATP8B3	-2.61634457282541e-179	1	inhibition
ADNP	AXL	2.48201330898121e-10	1	activation
ADNP	BBC3	0	1	inhibition
ADNP	CACNA1I	2.48201330898121e-10	1	activation
ADNP	CCDC26	2.73011697357845e-11	1	activation
ADNP	CDCP1	6.05859178853529e-10	1	activation
ADNP	CDH1	-5.67879649097529e-36	1	inhibition
ADNP	CDHR3	2.59147447676924e-10	1	activation
ADNP	CIITA	0	1	inhibition
ADNP	CKM	2.48201330898121e-10	1	activation
ADNP	CLIP1	2.48201330898121e-10	1	activation
ADNP	CMIP	0	1	inhibition
ADNP	CNKSR3	-1.94413083351383e-49	1	inhibition
ADNP	CNN1	5.04663635897349e-09	1	activation
ADNP	COX6A1P2	1.41692432178972e-11	1	activation
ADNP	CPNE2	-1.03536685773866e-303	1	inhibition
ADNP	CPPED1	0	1	inhibition
ADNP	CRB2	3.34424113735076e-09	1	activation
ADNP	CRISPLD2	2.14605319089359e-10	1	activation
ADNP	CSF3R	5.04663635897349e-09	1	activation
