tf	target	mor	likelihood	state
ADNP	ATF7IP	0.237065690750561	1	activation
ADNP	DYRK1A	0.974014438101159	1	activation
ADNP	TLK1	0.993003959172073	1	activation
ADNP	ZMYM4	0.998200190795442	1	activation
ADNP	ABCC1	0.977348099888787	1	activation
ADNP	ABCC6	-0.0410042244491092	1	inhibition
ADNP	ABHD5	0.105024024903726	1	activation
ADNP	ABT1	0.334023340023476	1	activation
ADNP	ACBD6	0.558898614534135	1	activation
ADNP	ADAMTS10	0.207094382281922	1	activation
ADNP	ADAMTS14	-0.336971906721193	1	inhibition
ADNP	ADCY7	-0.568565580469319	1	inhibition
ADNP	ADGRG1	0.807921227016102	1	activation
ADNP	ADGRV1	-0.0423024438091619	1	inhibition
ADNP	AHCY	0.108862822674411	1	activation
ADNP	AIF1L	0.538604350498643	1	activation
ADNP	AKNA	-0.524020444285418	1	inhibition
ADNP	AKT2	-0.0303384936213504	1	inhibition
ADNP	ALDH1A1	-0.0236201815270528	1	inhibition
ADNP	ALX4	0.6569447287806	1	activation
ADNP	ANGPT1	0.929654541519636	1	activation
ADNP	ANGPTL2	0.171806826902885	1	activation
ADNP	ANKRD24	-0.44741284174381	1	inhibition
ADNP	ANO6	-0.0641894179475268	1	inhibition
ADNP	ANTXR2	-0.271482139907503	1	inhibition
ADNP	AP1M1	-0.890144842468788	1	inhibition
ADNP	ARHGEF1	0.27720044434317	1	activation
ADNP	ARHGEF10L	-0.97606457692608	1	inhibition
ADNP	ARHGEF37	-0.116399245236778	1	inhibition
ADNP	ARID3A	-0.286430535503459	1	inhibition
ADNP	ARID5B	0.143225529958244	1	activation
ADNP	ARL5A	0.892168233982409	1	activation
ADNP	ASAP1	-0.0702645470413161	1	inhibition
ADNP	ASCC2	0.276302448293556	1	activation
ADNP	ATG14	0.814639585710202	1	activation
ADNP	ATP2B1	-0.273085669103476	1	inhibition
ADNP	ATP8B3	-0.064975739875644	1	inhibition
ADNP	AXL	-0.0253182046972115	1	inhibition
ADNP	BHLHE40	-0.383357445387626	1	inhibition
ADNP	CACNA1A	-0.425308956872852	1	inhibition
ADNP	CACNA1I	-0.229425840744143	1	inhibition
ADNP	CCDC26	-0.6015467226099	1	inhibition
ADNP	CCNY	0.145423812018734	1	activation
ADNP	CDCP1	-0.0226345793558063	1	inhibition
ADNP	CDH1	-0.0826935334947899	1	inhibition
ADNP	CDH23	-0.979710589147604	1	inhibition
ADNP	CDHR3	-0.913953442168332	1	inhibition
ADNP	CDK5RAP2	0.278707562108436	1	activation
ADNP	CEBPB	-0.946552032351978	1	inhibition
ADNP	CERS6	0.996924560749433	1	activation
ADNP	CHST11	0.301080616937873	1	activation
ADNP	CHST3	-0.14697057539695	1	inhibition
ADNP	CIITA	-0.91969407044628	1	inhibition
ADNP	CKM	-0.029019993782769	1	inhibition
ADNP	CLIP1	-0.847157822011715	1	inhibition
ADNP	CLIP2	0.783749256573614	1	activation
ADNP	CMIP	-0.762758206777172	1	inhibition
ADNP	CMKLR1	-0.63283150144734	1	inhibition
ADNP	CNGB1	-0.3658296410372	1	inhibition
ADNP	CNKSR3	0.892805107778224	1	activation
ADNP	COL27A1	-0.415037525142505	1	inhibition
ADNP	COLGALT2	-0.153027864322897	1	inhibition
ADNP	CORO2A	-0.0278425347685502	1	inhibition
ADNP	CPEB4	-0.206003405832787	1	inhibition
ADNP	CPNE2	-0.0915636881296959	1	inhibition
ADNP	CPPED1	-0.951401354123282	1	inhibition
ADNP	CRADD	-0.136966256231031	1	inhibition
ADNP	CRB2	-0.199289974561736	1	inhibition
ADNP	CRISPLD2	-0.954397397302551	1	inhibition
ADNP	CSF3R	-0.0412271059581068	1	inhibition
ADNP	CTBS	-0.986865780709706	1	inhibition
ADNP	CTRC	-0.860918161421826	1	inhibition
ADNP	CUX1	0.99020499105816	1	activation
ADNP	CUX2	-0.825554484994709	1	inhibition
ADNP	DAPK2	-0.791930816227513	1	inhibition
ADNP	DENND1A	-0.939151901514238	1	inhibition
ADNP	DEPDC5	-0.419725114951344	1	inhibition
ADNP	DLGAP4	-0.0591488520213848	1	inhibition
ADNP	DNAJB12	-0.106337021016456	1	inhibition
ADNP	DNAJC6	0.843256126035744	1	activation
ADNP	DNM1	0.668064916261068	1	activation
ADNP	DNM2	-0.708103606911071	1	inhibition
ADNP	DOCK6	-0.266178031650204	1	inhibition
ADNP	DPP3	0.0972714380081624	1	activation
ADNP	E2F2	0.324590532464718	1	activation
ADNP	EBI3	-0.695504608701877	1	inhibition
ADNP	ECE1	-0.542235701669221	1	inhibition
ADNP	EHF	-0.363270310724377	1	inhibition
ADNP	EIF4E	0.586915551391148	1	activation
ADNP	EIF4G3	-0.719368555368263	1	inhibition
ADNP	ELFN1	-0.0287402611224951	1	inhibition
ADNP	ELL2	-0.0591989949271347	1	inhibition
ADNP	ENG	0.78321090095751	1	activation
ADNP	EPB41	0.921220172704024	1	activation
ADNP	EPB41L1	-0.900634814680768	1	inhibition
ADNP	EPHA2	0.22250815570242	1	activation
ADNP	EPHB4	0.120100891194034	1	activation
ADNP	ERCC1	0.559852692045715	1	activation
ADNP	ERCC2	0.187319196366996	1	activation
ADNP	ERN2	-0.143165380494732	1	inhibition
ADNP	FAF1	-0.0341879708393045	1	inhibition
ADNP	FAM222A	-0.339580501150864	1	inhibition
ADNP	FBN3	-0.693149565174119	1	inhibition
ADNP	FBXW11	0.971237105109719	1	activation
ADNP	FCHO1	0.0989161724089957	1	activation
ADNP	FHAD1	0.107570593227798	1	activation
ADNP	FIBCD1	-0.0648037475161064	1	inhibition
ADNP	FLNB	0.12451620997753	1	activation
ADNP	FNIP2	-0.41288163809411	1	inhibition
ADNP	FXN	0.837951036698683	1	activation
ADNP	GABBR2	-0.0733824914349644	1	inhibition
ADNP	GADD45B	-0.986298825569042	1	inhibition
ADNP	GDF15	0.66416276294242	1	activation
ADNP	GDPD5	-0.0616251558605529	1	inhibition
ADNP	GFI1B	0.990845982215975	1	activation
ADNP	GMPR	0.771269981666746	1	activation
ADNP	GNA15	0.877216606954545	1	activation
ADNP	GPR160	-0.187320783634344	1	inhibition
ADNP	GRIP2	-0.0258807092031925	1	inhibition
ADNP	GRM4	0.205403746904808	1	activation
ADNP	GSE1	0.988505867054877	1	activation
ADNP	GSN	-0.896122088666355	1	inhibition
ADNP	GTDC1	0.853777816551455	1	activation
ADNP	GTF2IRD1	-0.169737893851935	1	inhibition
ADNP	HBS1L	0.51137834424999	1	activation
ADNP	HIP1	-0.461192694631351	1	inhibition
ADNP	HMGN4	0.39082753564641	1	activation
ADNP	HNF1A	-0.567001952851395	1	inhibition
ADNP	HSD17B12	0.424523602695257	1	activation
ADNP	HTR1D	-0.0327495838740393	1	inhibition
ADNP	ID1	0.14914425829537	1	activation
ADNP	IFFO2	-0.580144996749108	1	inhibition
ADNP	IGF2BP2	0.320018273578287	1	activation
ADNP	IL12RB1	-0.897472280406723	1	inhibition
ADNP	IL21R	-0.537770487869321	1	inhibition
ADNP	INPP5B	0.114161197532636	1	activation
ADNP	INPP5D	0.273013001659963	1	activation
ADNP	INSR	0.549040028182162	1	activation
ADNP	IQSEC1	-0.0728074150274005	1	inhibition
ADNP	IRF2BP1	0.973575993027185	1	activation
ADNP	ITPR1	0.62823332250482	1	activation
ADNP	JAK3	-0.0914908722024471	1	inhibition
ADNP	KAZN	-0.584045876073098	1	inhibition
ADNP	KCNK1	-0.0438973927438061	1	inhibition
ADNP	KCNK3	-0.406095489031077	1	inhibition
ADNP	KCNN3	-0.106029623207946	1	inhibition
ADNP	KIAA0232	0.150688821703369	1	activation
ADNP	KIF13A	0.902398816113179	1	activation
ADNP	KSR1	0.103306170281712	1	activation
