	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
WP411	WP411	mRNA processing	6/72	126/8701	0.000585608514465685	11129/10978/9128/9410/6429/6431	6
WP3865	WP3865	Novel intracellular components of RIG-I-like receptor pathway	3/72	60/8701	0.0132744627719178	10521/57506/22938	3
WP4686	WP4686	Leucine, isoleucine and valine metabolism	2/72	24/8701	0.0165706429671289	197322/64087	2
WP4549	WP4549	Fragile X syndrome	4/72	122/8701	0.0182037657002222	27161/7915/1374/5163	4
WP4655	WP4655	Cytosolic DNA-sensing pathway	3/72	74/8701	0.0231713412549479	57506/9533/10623	3
WP5351	WP5351	Kleefstra syndrome	2/72	29/8701	0.0237380133798126	57492/9070	2
WP4022	WP4022	Pyrimidine metabolism	3/72	84/8701	0.0321346655147344	129607/9533/10623	3
WP477	WP477	Cytoplasmic ribosomal proteins	3/72	88/8701	0.0361596908102711	6141/6144/3921	3
WP4844	WP4844	Influence of laminopathies on Wnt signaling	2/72	37/8701	0.0373291664680102	27161/860	2
WP138	WP138	Androgen receptor signaling pathway	3/72	91/8701	0.0393413796488711	10524/8554/860	3
WP4290	WP4290	Metabolic reprogramming in colon cancer	2/72	42/8701	0.0470066441562275	5471/29920	2
WP2332	WP2332	Interleukin-11 signaling pathway	2/72	44/8701	0.051108165185468	8554/860	2
WP585	WP585	Interferon type I signaling pathways	2/72	54/8701	0.0733740719614014	1398/8554	2
WP4324	WP4324	Mitochondrial complex I assembly model OXPHOS system	2/72	56/8701	0.0781451998179797	55572/55471	2
WP3934	WP3934	Leptin and adiponectin	1/72	10/8701	0.0797745324861533	1374	1
WP5050	WP5050	TCA cycle in senescence	1/72	10/8701	0.0797745324861533	5163	1
WP5187	WP5187	mRNA vaccine activation of dendritic cell and induction of IFN-1	1/72	10/8701	0.0797745324861533	57506	1
WP4879	WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies	2/72	57/8701	0.0805667813351831	27161/860	2
WP4157	WP4157	GABA metabolism (aka GHB)	1/72	11/8701	0.0873980779539933	7915	1
