	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0004252	GO:0004252	serine-type endopeptidase activity	7/158	22/3981	1.40125047039114e-05	CTSG/ELANE/GZMA/GZMM/HP/MMP9/PRTN3	7
GO:0008236	GO:0008236	serine-type peptidase activity	8/158	32/3981	2.40584015565655e-05	CTSG/ELANE/GZMA/GZMM/HP/MMP9/PRCP/PRTN3	8
GO:0017171	GO:0017171	serine hydrolase activity	8/158	33/3981	3.06975371650775e-05	CTSG/ELANE/GZMA/GZMM/HP/MMP9/PRCP/PRTN3	8
GO:0005102	GO:0005102	signaling receptor binding	25/158	267/3981	3.67736068950356e-05	CD58/CDC42/CPNE3/CTSG/FCN1/GNAI2/GNAQ/GNAS/GPI/ITGAM/ITGB1/ITGB2/LRPAP1/P4HB/PRTN3/PSMC5/PTPRC/PTPRJ/RAB8B/RABEP1/S100A12/S100A4/S100A8/S100A9/TOLLIP	25
GO:0005509	GO:0005509	calcium ion binding	15/158	116/3981	4.15964934647677e-05	ANXA3/ANXA5/ANXA6/CAPN2/EFHD2/GCA/IQGAP1/PADI4/PLS3/S100A12/S100A6/S100A8/S100A9/TESC/TKT	15
GO:0003779	GO:0003779	actin binding	15/158	130/3981	0.000157352453959597	ANXA6/ARPC2/CORO1A/CORO1C/FKBP15/GBP1/IQGAP1/ITGB1/P4HB/PLS3/PPP1R18/PSTPIP1/S100A4/TMSB4X/WAS	15
GO:0008092	GO:0008092	cytoskeletal protein binding	24/158	289/3981	0.00035339403637003	ANXA6/ARPC2/BICD2/CAPN2/CORO1A/CORO1C/DPYSL3/FKBP15/GBP1/HOOK3/HTT/IQGAP1/ITGB1/P4HB/PLS3/PPP1R18/PSTPIP1/PTPRC/S100A4/S100A6/S100A8/S100A9/TMSB4X/WAS	24
GO:0005539	GO:0005539	glycosaminoglycan binding	7/158	37/3981	0.000511520578152561	ANXA6/CTSG/DPYSL3/ELANE/HK1/LRPAP1/PTPRC	7
GO:0004175	GO:0004175	endopeptidase activity	10/158	84/3981	0.00159614775811405	CAPN2/CAPN7/CTSG/CTSZ/ELANE/GZMA/GZMM/HP/MMP9/PRTN3	10
GO:0048306	GO:0048306	calcium-dependent protein binding	5/158	23/3981	0.00173999143960582	ANXA3/ANXA6/CPNE3/S100A11/S100A6	5
GO:0046983	GO:0046983	protein dimerization activity	22/158	291/3981	0.00221437685970314	CEACAM8/CORO1A/CYBB/DR1/FCER1G/GBP1/GCA/GLIPR2/GZMA/ITGB1/KRT1/LHPP/LYRM4/NFYC/P4HB/PSAP/RABEP1/S100A11/S100A6/SH3GLB1/TESC/TKT	22
GO:0008233	GO:0008233	peptidase activity	13/158	138/3981	0.00292744199451087	CAPN2/CAPN7/CTSG/CTSZ/ELANE/GZMA/GZMM/HP/LTA4H/MMP9/PRCP/PRTN3/RNPEP	13
GO:0005525	GO:0005525	GTP binding	13/158	141/3981	0.00353665429801488	ANXA6/CDC42/GBP1/GIMAP4/GNAI2/GNAQ/GNAS/RAB1B/RAB35/RAB8B/RALB/RHOG/TUBA4A	13
GO:0019001	GO:0019001	guanyl nucleotide binding	13/158	144/3981	0.0042453922265241	ANXA6/CDC42/GBP1/GIMAP4/GNAI2/GNAQ/GNAS/RAB1B/RAB35/RAB8B/RALB/RHOG/TUBA4A	13
GO:0032561	GO:0032561	guanyl ribonucleotide binding	13/158	144/3981	0.0042453922265241	ANXA6/CDC42/GBP1/GIMAP4/GNAI2/GNAQ/GNAS/RAB1B/RAB35/RAB8B/RALB/RHOG/TUBA4A	13
GO:0016810	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	6/158	40/3981	0.004451145206307	AMPD2/AMPD3/ASAH1/DPYSL2/DPYSL3/PADI4	6
GO:0030246	GO:0030246	carbohydrate binding	8/158	67/3981	0.00457940232810917	BSG/FCN1/GAA/GPI/HK1/KRT1/MAN2C1/SLC2A3	8
GO:0005544	GO:0005544	calcium-dependent phospholipid binding	4/158	18/3981	0.00472676266057827	ANXA3/ANXA5/ANXA6/CPNE3	4
GO:0001664	GO:0001664	G protein-coupled receptor binding	5/158	31/3981	0.00680083601976735	FCN1/GNAI2/GNAQ/GNAS/PSMC5	5
GO:1901681	GO:1901681	sulfur compound binding	7/158	60/3981	0.00893401272793679	ANXA6/CTSG/DPYSL3/ELANE/LRPAP1/PTPRC/TKT	7
GO:0033293	GO:0033293	monocarboxylic acid binding	4/158	22/3981	0.00998676804876148	ALOX5AP/PSAP/S100A8/S100A9	4
GO:0038023	GO:0038023	signaling receptor activity	7/158	64/3981	0.0125937695216662	FCER1G/FCN1/ITGB1/ITGB2/KRT1/OGFR/PTPRC	7
GO:0060089	GO:0060089	molecular transducer activity	7/158	64/3981	0.0125937695216662	FCER1G/FCN1/ITGB1/ITGB2/KRT1/OGFR/PTPRC	7
GO:0038024	GO:0038024	cargo receptor activity	3/158	13/3981	0.0130821486926105	APOBR/ITGAM/ITGB2	3
GO:0098631	GO:0098631	cell adhesion mediator activity	3/158	13/3981	0.0130821486926105	ITGB1/S100A11/SIRPA	3
GO:0003924	GO:0003924	GTPase activity	10/158	113/3981	0.0133929874211901	CDC42/GBP1/GNAI2/GNAQ/GNAS/RAB1B/RAB35/RAB8B/RALB/RHOG	10
GO:0008201	GO:0008201	heparin binding	4/158	24/3981	0.0136418352423707	CTSG/ELANE/LRPAP1/PTPRC	4
GO:0046982	GO:0046982	protein heterodimerization activity	8/158	81/3981	0.0141446137865307	CEACAM8/CYBB/DR1/GCA/ITGB1/KRT1/NFYC/P4HB	8
GO:0019955	GO:0019955	cytokine binding	3/158	14/3981	0.0161725691874321	ELANE/GBP1/ITGB1	3
GO:0019900	GO:0019900	kinase binding	16/158	228/3981	0.0174929195523601	CDC42/CPNE3/HTT/IQGAP1/ITGB1/ITGB2/NBEAL2/PKN1/PTPN23/PTPRC/PTPRJ/RHOG/SIRPA/TOLLIP/TUBA4A/WAS	16
GO:0048018	GO:0048018	receptor ligand activity	4/158	26/3981	0.0180513769324083	CTSG/GPI/LRPAP1/RABEP1	4
GO:0030546	GO:0030546	signaling receptor activator activity	4/158	27/3981	0.0205521567334417	CTSG/GPI/LRPAP1/RABEP1	4
GO:0048029	GO:0048029	monosaccharide binding	4/158	28/3981	0.0232559588703708	BSG/GPI/HK1/SLC2A3	4
GO:0005504	GO:0005504	fatty acid binding	3/158	16/3981	0.023478581867399	ALOX5AP/S100A8/S100A9	3
GO:0031406	GO:0031406	carboxylic acid binding	5/158	43/3981	0.0263361948182729	ALOX5AP/FCN1/PSAP/S100A8/S100A9	5
GO:0051213	GO:0051213	dioxygenase activity	3/158	17/3981	0.0276971292654337	ALOX5/ALOX5AP/P4HB	3
GO:0030545	GO:0030545	signaling receptor regulator activity	4/158	30/3981	0.0292858371687097	CTSG/GPI/LRPAP1/RABEP1	4
GO:0051015	GO:0051015	actin filament binding	7/158	76/3981	0.0298890720170302	ANXA6/ARPC2/CORO1A/CORO1C/IQGAP1/PLS3/PSTPIP1	7
GO:0004725	GO:0004725	protein tyrosine phosphatase activity	3/158	18/3981	0.0322912025864048	PTPN23/PTPRC/PTPRJ	3
GO:0019901	GO:0019901	protein kinase binding	14/158	206/3981	0.0325534246390419	CDC42/CPNE3/IQGAP1/ITGB1/ITGB2/NBEAL2/PKN1/PTPN23/PTPRC/PTPRJ/RHOG/SIRPA/TUBA4A/WAS	14
GO:0042803	GO:0042803	protein homodimerization activity	15/158	226/3981	0.0329186486341702	CORO1A/FCER1G/GBP1/GCA/GLIPR2/GZMA/LHPP/LYRM4/PSAP/RABEP1/S100A11/S100A6/SH3GLB1/TESC/TKT	15
GO:0043177	GO:0043177	organic acid binding	5/158	47/3981	0.0370085007561911	ALOX5AP/FCN1/PSAP/S100A8/S100A9	5
GO:0031267	GO:0031267	small GTPase binding	8/158	98/3981	0.0393820597510016	ATP6AP1/BICD2/BRK1/CORO1C/IQGAP1/NCF2/PKN1/WAS	8
GO:0001540	GO:0001540	amyloid-beta binding	3/158	20/3981	0.0425906970798658	ITGAM/ITGB2/LRPAP1	3
GO:0003925	GO:0003925	G protein activity	3/158	20/3981	0.0425906970798658	CDC42/RAB1B/RALB	3
GO:0050839	GO:0050839	cell adhesion molecule binding	15/158	235/3981	0.0442184270295031	BSG/CAST/EFHD2/IQGAP1/IST1/ITGAM/ITGB1/ITGB2/P4HB/PTPRJ/S100A11/SH3GLB1/SIRPA/TES/YKT6	15
GO:0008289	GO:0008289	lipid binding	14/158	216/3981	0.0458491410049821	ALOX5AP/ANXA3/ANXA5/ANXA6/BPI/CPNE3/IQGAP1/NPC2/PSAP/RAB35/RNASE3/S100A8/S100A9/SH3GLB1	14
GO:0005178	GO:0005178	integrin binding	4/158	35/3981	0.0480798734895454	ITGAM/ITGB1/ITGB2/P4HB	4
GO:0008238	GO:0008238	exopeptidase activity	4/158	35/3981	0.0480798734895454	CTSZ/LTA4H/PRCP/RNPEP	4
GO:0019003	GO:0019003	GDP binding	4/158	37/3981	0.0570950080996166	GBP1/RAB35/RAB8B/RALB	4
GO:0001530	GO:0001530	lipopolysaccharide binding	2/158	10/3981	0.0571377689757825	BPI/RNASE3	2
GO:0017025	GO:0017025	TBP-class protein binding	2/158	10/3981	0.0571377689757825	DR1/PSMC5	2
GO:0035173	GO:0035173	histone kinase activity	2/158	10/3981	0.0571377689757825	PKN1/RPS6KA5	2
