	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0061631	GO:0061631	ubiquitin conjugating enzyme activity	3/163	10/3981	0.00653855800527756	UBE2H/UBE2J1/UBE2O	3
GO:0061650	GO:0061650	ubiquitin-like protein conjugating enzyme activity	3/163	12/3981	0.0112851863061903	UBE2H/UBE2J1/UBE2O	3
GO:0045309	GO:0045309	protein phosphorylated amino acid binding	4/163	26/3981	0.0200223653196114	PCIF1/PTPN11/SCAF8/ZAP70	4
GO:0003727	GO:0003727	single-stranded RNA binding	5/163	42/3981	0.0270585616449886	AGO1/HNRNPDL/LSM14A/PPIE/RBM7	5
GO:0003690	GO:0003690	double-stranded DNA binding	15/163	214/3981	0.0274540565911517	AGO1/CGGBP1/DHX36/DR1/HDGF/HNRNPAB/LSM14A/MTA1/PSIP1/PURA/SATB1/STAT3/STAT5B/THAP11/VEZF1	15
GO:0001067	GO:0001067	transcription regulatory region nucleic acid binding	12/163	159/3981	0.0283264328742312	AGO1/DHX36/DR1/HDGF/MBNL1/MTA1/PURA/SATB1/STAT3/STAT5B/THAP11/VEZF1	12
GO:0051219	GO:0051219	phosphoprotein binding	5/163	43/3981	0.0296391998957341	PCIF1/PTPN11/SCAF8/SRC/ZAP70	5
GO:0003677	GO:0003677	DNA binding	28/163	490/3981	0.039444700257889	AGO1/ARID1B/CGGBP1/DHX36/DR1/DTD1/HDGF/HMGN5/HNRNPAB/HNRNPDL/IGHM/KDM3B/LSM14A/MKI67/MTA1/POLR1D/POLR3C/PSIP1/PURA/SATB1/SMARCC1/SOD2/SSBP2/STAT3/STAT5B/THAP11/VEZF1/WDR77	28
GO:0000977	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	9/163	114/3981	0.0424760318651848	DHX36/HDGF/MTA1/PURA/SATB1/STAT3/STAT5B/THAP11/VEZF1	9
GO:0051539	GO:0051539	4 iron, 4 sulfur cluster binding	3/163	20/3981	0.0460502326638691	ACO1/NUBP2/PPAT	3
GO:0051536	GO:0051536	iron-sulfur cluster binding	4/163	34/3981	0.0483128014116798	ACO1/BOLA2/NUBP2/PPAT	4
GO:0051540	GO:0051540	metal cluster binding	4/163	34/3981	0.0483128014116798	ACO1/BOLA2/NUBP2/PPAT	4
GO:1990837	GO:1990837	sequence-specific double-stranded DNA binding	12/163	174/3981	0.0512271563908414	AGO1/DHX36/DR1/HDGF/HNRNPAB/MTA1/PURA/SATB1/STAT3/STAT5B/THAP11/VEZF1	12
GO:0000981	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	7/163	83/3981	0.0519522406199293	HDGF/PURA/SATB1/STAT3/STAT5B/THAP11/VEZF1	7
GO:0052689	GO:0052689	carboxylic ester hydrolase activity	4/163	35/3981	0.0528720224366507	DTD1/ESD/LYPLAL1/PRDX6	4
GO:0000976	GO:0000976	transcription cis-regulatory region binding	11/163	158/3981	0.0572936085427219	AGO1/DHX36/DR1/HDGF/MTA1/PURA/SATB1/STAT3/STAT5B/THAP11/VEZF1	11
GO:0035591	GO:0035591	signaling adaptor activity	3/163	22/3981	0.0586396722074598	NCK1/PTPN11/STAT3	3
GO:0005158	GO:0005158	insulin receptor binding	2/163	10/3981	0.0604159698311515	PTPN11/SRC	2
GO:0016018	GO:0016018	cyclosporin A binding	2/163	10/3981	0.0604159698311515	PPID/PPIE	2
GO:0046875	GO:0046875	ephrin receptor binding	2/163	10/3981	0.0604159698311515	NCK1/SRC	2
GO:0003700	GO:0003700	DNA-binding transcription factor activity	7/163	87/3981	0.063947203231872	HDGF/PURA/SATB1/STAT3/STAT5B/THAP11/VEZF1	7
GO:0140110	GO:0140110	transcription regulator activity	16/163	264/3981	0.0714511744066204	ARID1B/DPF2/HDGF/IRF2BP1/KDM3B/MTA1/PSIP1/PURA/RNF20/SATB1/SMARCC1/STAT3/STAT5B/THAP11/VEZF1/WDR77	16
GO:0016597	GO:0016597	amino acid binding	2/163	11/3981	0.071903305182257	DDAH2/GLUL	2
GO:0031210	GO:0031210	phosphatidylcholine binding	2/163	11/3981	0.071903305182257	IGHM/PITPNB	2
GO:0000993	GO:0000993	RNA polymerase II complex binding	3/163	25/3981	0.0801925714908723	AGO1/PCIF1/SCAF8	3
GO:0017018	GO:0017018	myosin phosphatase activity	3/163	25/3981	0.0801925714908723	PDXP/PPP1CB/SSU72	3
GO:0005548	GO:0005548	phospholipid transporter activity	2/163	12/3981	0.0840269289574703	PITPNB/TMEM41B	2
GO:0008083	GO:0008083	growth factor activity	2/163	12/3981	0.0840269289574703	HDGF/RABEP1	2
GO:0016706	GO:0016706	2-oxoglutarate-dependent dioxygenase activity	2/163	12/3981	0.0840269289574703	KDM3B/P4HA1	2
GO:0051010	GO:0051010	microtubule plus-end binding	2/163	12/3981	0.0840269289574703	CKAP5/MAPRE2	2
GO:0003725	GO:0003725	double-stranded RNA binding	4/163	41/3981	0.084901492859138	AGO1/DHX36/LSM14A/MBNL1	4
GO:0030674	GO:0030674	protein-macromolecule adaptor activity	9/163	131/3981	0.0865384271142178	CUL1/DCAF7/FSCN1/NCK1/PTPN11/SH3BGRL/SLC9A1/STAT3/SYNE1	9
GO:0043175	GO:0043175	RNA polymerase core enzyme binding	3/163	26/3981	0.088040859252341	AGO1/PCIF1/SCAF8	3
GO:0020037	GO:0020037	heme binding	3/163	27/3981	0.0961992089512889	CYCS/HEBP1/SRC	3
GO:0008143	GO:0008143	poly(A) binding	2/163	13/3981	0.0967162052128163	HNRNPDL/PPIE	2
GO:0030331	GO:0030331	nuclear estrogen receptor binding	2/163	13/3981	0.0967162052128163	PPID/SRC	2
GO:0001216	GO:0001216	DNA-binding transcription activator activity	4/163	43/3981	0.0972826350313858	STAT3/STAT5B/THAP11/VEZF1	4
GO:0001228	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	4/163	43/3981	0.0972826350313858	STAT3/STAT5B/THAP11/VEZF1	4
GO:0031406	GO:0031406	carboxylic acid binding	4/163	43/3981	0.0972826350313858	ADH5/DDAH2/GLUL/P4HA1	4
GO:0043565	GO:0043565	sequence-specific DNA binding	13/163	215/3981	0.0997758810894937	AGO1/DHX36/DR1/HDGF/HNRNPAB/MTA1/PURA/SATB1/STAT3/STAT5B/THAP11/VEZF1/WDR77	13
