	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0003735	GO:0003735	structural constituent of ribosome	19/148	126/3981	1.14589291871906e-07	DAP3/MRPL14/MRPL17/MRPL18/MRPL2/MRPL37/MRPL57/MRPS14/MRPS16/MRPS18B/MRPS2/MRPS22/MRPS23/MRPS34/MRPS5/MRPS6/RPL23/RPL7L1/SRBD1	19
GO:0019843	GO:0019843	rRNA binding	9/148	45/3981	2.99849205774938e-05	DDX28/ERAL1/FASTKD2/MRPL18/MRPS27/MRPS6/PTCD3/RPF2/RPL23	9
GO:0003724	GO:0003724	RNA helicase activity	9/148	46/3981	3.61102015281766e-05	DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40	9
GO:0008186	GO:0008186	ATP-dependent activity, acting on RNA	9/148	46/3981	3.61102015281766e-05	DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40	9
GO:0140098	GO:0140098	catalytic activity, acting on RNA	17/148	158/3981	5.9557658180324e-05	AGO2/DBR1/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/FARS2/NOP2/PARN/TFB1M/TFB2M/TRMT10C	17
GO:0004386	GO:0004386	helicase activity	10/148	83/3981	0.000878857312657293	CHD1/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40	10
GO:0140640	GO:0140640	catalytic activity, acting on a nucleic acid	19/148	239/3981	0.00116797946756299	AGO2/CHD1/DBR1/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/FARS2/MPG/NOP2/PARN/TFB1M/TFB2M/TRMT10C	19
GO:0005198	GO:0005198	structural molecule activity	19/148	248/3981	0.00181223544515942	DAP3/MRPL14/MRPL17/MRPL18/MRPL2/MRPL37/MRPL57/MRPS14/MRPS16/MRPS18B/MRPS2/MRPS22/MRPS23/MRPS34/MRPS5/MRPS6/RPL23/RPL7L1/SRBD1	19
GO:0030515	GO:0030515	snoRNA binding	5/148	27/3981	0.00276244172312001	HEATR1/NOLC1/NOP14/PRKDC/WDR3	5
GO:0016887	GO:0016887	ATP hydrolysis activity	14/148	166/3981	0.00310031272486794	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/HSPA9/NTPCR/TRAP1	14
GO:0004222	GO:0004222	metalloendopeptidase activity	4/148	19/3981	0.00459562576497448	MIPEP/PITRM1/PMPCA/PMPCB	4
GO:0008173	GO:0008173	RNA methyltransferase activity	4/148	20/3981	0.0055808787482331	NOP2/TFB1M/TFB2M/TRMT10C	4
GO:0043024	GO:0043024	ribosomal small subunit binding	3/148	11/3981	0.00666874518933232	DHX29/ERAL1/PTCD3	3
GO:0000981	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	8/148	83/3981	0.0112371131234803	FOXK2/NKRF/RUNX2/RUNX3/ZGPAT/ZNF451/ZNF579/ZNF629	8
GO:0003700	GO:0003700	DNA-binding transcription factor activity	8/148	87/3981	0.0146996104316521	FOXK2/NKRF/RUNX2/RUNX3/ZGPAT/ZNF451/ZNF579/ZNF629	8
GO:0140110	GO:0140110	transcription regulator activity	17/148	264/3981	0.0173513670006392	ACTL6A/BRD7/DDX17/FOXK2/NKRF/PQBP1/RCOR1/RUNX2/RUNX3/TAF15/TFB1M/TFB2M/TRIP4/ZGPAT/ZNF451/ZNF579/ZNF629	17
GO:0008757	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	5/148	42/3981	0.0186314219799124	COQ3/NOP2/TFB1M/TFB2M/TRMT10C	5
GO:0003690	GO:0003690	double-stranded DNA binding	14/148	214/3981	0.0264666856310497	AGO2/BRD7/CENPC/FOXK2/GTF3C5/MTF2/NKRF/PQBP1/PRKDC/RUNX2/RUNX3/ZGPAT/ZNF579/ZNF629	14
GO:1990837	GO:1990837	sequence-specific double-stranded DNA binding	12/148	174/3981	0.0270938867712761	AGO2/BRD7/CENPC/FOXK2/GTF3C5/MTF2/NKRF/RUNX2/RUNX3/ZGPAT/ZNF579/ZNF629	12
GO:0043565	GO:0043565	sequence-specific DNA binding	14/148	215/3981	0.0274184455646773	AGO2/BRD7/CENPC/CHTOP/FOXK2/GTF3C5/MTF2/NKRF/RUNX2/RUNX3/ZGPAT/ZNF451/ZNF579/ZNF629	14
GO:0140657	GO:0140657	ATP-dependent activity	15/148	237/3981	0.0285505148587405	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/DYNLL1/HSPA9/NTPCR/TRAP1	15
GO:0000976	GO:0000976	transcription cis-regulatory region binding	11/148	158/3981	0.0317239464119803	AGO2/BRD7/FOXK2/GTF3C5/MTF2/NKRF/RUNX2/RUNX3/ZGPAT/ZNF579/ZNF629	11
GO:0001067	GO:0001067	transcription regulatory region nucleic acid binding	11/148	159/3981	0.0330220014385639	AGO2/BRD7/FOXK2/GTF3C5/MTF2/NKRF/RUNX2/RUNX3/ZGPAT/ZNF579/ZNF629	11
GO:0005524	GO:0005524	ATP binding	26/148	490/3981	0.036153469378768	CDK12/CHD1/CLP1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/FARS2/HSPA9/MCCC2/NME3/NME7/NMNAT1/NOLC1/NTPCR/PDK2/PRKDC/RUNX2/RUNX3/TRAP1	26
GO:0008168	GO:0008168	methyltransferase activity	5/148	50/3981	0.0366721577379979	COQ3/NOP2/TFB1M/TFB2M/TRMT10C	5
GO:0019205	GO:0019205	nucleobase-containing compound kinase activity	3/148	21/3981	0.040993057836617	CLP1/NME3/NME7	3
GO:0016891	GO:0016891	RNA endonuclease activity, producing 5'-phosphomonoesters	2/148	10/3981	0.050790253482833	AGO2/DBR1	2
GO:0016893	GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	2/148	10/3981	0.050790253482833	AGO2/DBR1	2
GO:0016741	GO:0016741	transferase activity, transferring one-carbon groups	5/148	55/3981	0.0520246925175024	COQ3/NOP2/TFB1M/TFB2M/TRMT10C	5
GO:0004550	GO:0004550	nucleoside diphosphate kinase activity	2/148	11/3981	0.0605950331036109	NME3/NME7	2
GO:0043021	GO:0043021	ribonucleoprotein complex binding	7/148	95/3981	0.061765937248063	DDX17/DHX29/ERAL1/MRPS27/NOLC1/PQBP1/PTCD3	7
GO:0140662	GO:0140662	ATP-dependent protein folding chaperone	3/148	25/3981	0.0637010486570323	CLPX/HSPA9/TRAP1	3
GO:0044183	GO:0044183	protein folding chaperone	4/148	41/3981	0.0641225533137583	CLPX/HSPA9/LYRM7/TRAP1	4
GO:0016799	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	2/148	12/3981	0.070983654009616	DNPH1/MPG	2
GO:0001216	GO:0001216	DNA-binding transcription activator activity	4/148	43/3981	0.0738794598427371	FOXK2/NKRF/RUNX2/ZNF629	4
GO:0001228	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	4/148	43/3981	0.0738794598427371	FOXK2/NKRF/RUNX2/ZNF629	4
GO:0008237	GO:0008237	metallopeptidase activity	4/148	45/3981	0.0843453750262694	MIPEP/PITRM1/PMPCA/PMPCB	4
GO:0000987	GO:0000987	cis-regulatory region sequence-specific DNA binding	7/148	104/3981	0.0905210461888167	FOXK2/GTF3C5/NKRF/RUNX2/RUNX3/ZGPAT/ZNF629	7
GO:0003677	GO:0003677	DNA binding	24/148	490/3981	0.0921970953153019	ACTL6A/AGO2/BRD7/CENPC/CHD1/CHTOP/FOXK2/GTF3C5/KDM5C/MPG/MTF2/NKRF/PQBP1/PRKDC/RUNX2/RUNX3/SARNP/SSRP1/TAF15/TFB1M/ZGPAT/ZNF451/ZNF579/ZNF629	24
GO:0000049	GO:0000049	tRNA binding	3/148	30/3981	0.098499234701931	FARS2/MRPS27/TRMT10C	3
GO:0001221	GO:0001221	transcription coregulator binding	3/148	30/3981	0.098499234701931	MTF2/RPL23/RUNX3	3
GO:0001222	GO:0001222	transcription corepressor binding	2/148	16/3981	0.117299350908787	MTF2/RUNX3	2
GO:0016776	GO:0016776	phosphotransferase activity, phosphate group as acceptor	2/148	17/3981	0.129826705527871	NME3/NME7	2
GO:0000977	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	7/148	114/3981	0.129975490259997	FOXK2/MTF2/NKRF/RUNX2/RUNX3/ZGPAT/ZNF629	7
GO:0035064	GO:0035064	methylated histone binding	3/148	34/3981	0.130716922247169	CHD1/MTF2/PWP1	3
GO:0140034	GO:0140034	methylation-dependent protein binding	3/148	34/3981	0.130716922247169	CHD1/MTF2/PWP1	3
GO:0016462	GO:0016462	pyrophosphatase activity	15/148	298/3981	0.138976944732391	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/HSPA9/NTPCR/NUDT9/TRAP1	15
GO:0016817	GO:0016817	hydrolase activity, acting on acid anhydrides	15/148	298/3981	0.138976944732391	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/HSPA9/NTPCR/NUDT9/TRAP1	15
GO:0016818	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	15/148	298/3981	0.138976944732391	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/HSPA9/NTPCR/NUDT9/TRAP1	15
GO:0008233	GO:0008233	peptidase activity	8/148	138/3981	0.139703085902854	CLPX/MIPEP/PITRM1/PMPCA/PMPCB/SCRN2/SENP3/USP36	8
GO:0017111	GO:0017111	ribonucleoside triphosphate phosphatase activity	14/148	277/3981	0.146214386742226	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/HSPA9/NTPCR/TRAP1	14
GO:0003729	GO:0003729	mRNA binding	10/148	185/3981	0.148285879258883	AGO2/CHTOP/DDX17/LSM14B/PARN/SRBD1/SRSF4/SRSF6/TAF15/UPF3B	10
GO:0000978	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	6/148	97/3981	0.150584461199607	FOXK2/NKRF/RUNX2/RUNX3/ZGPAT/ZNF629	6
GO:0004521	GO:0004521	RNA endonuclease activity	2/148	19/3981	0.155720894958259	AGO2/DBR1	2
GO:0016798	GO:0016798	hydrolase activity, acting on glycosyl bonds	3/148	40/3981	0.184718050340068	DNPH1/MANBA/MPG	3
GO:0008170	GO:0008170	N-methyltransferase activity	2/148	22/3981	0.196116438195037	TFB1M/TFB2M	2
GO:0004175	GO:0004175	endopeptidase activity	5/148	84/3981	0.201101235486532	MIPEP/PITRM1/PMPCA/PMPCB/USP36	5
GO:0042393	GO:0042393	histone binding	6/148	107/3981	0.206082378564212	BRD7/CHD1/MTF2/NPM3/PWP1/SSRP1	6
GO:0004540	GO:0004540	ribonuclease activity	3/148	44/3981	0.223478413040893	AGO2/DBR1/PARN	3
GO:0003682	GO:0003682	chromatin binding	10/148	209/3981	0.248198214817746	ACTL6A/CHD1/CSNK2B/MTF2/NPM3/RCOR1/RUNX2/SARNP/SSRP1/ZC3H4	10
GO:0004843	GO:0004843	cysteine-type deubiquitinase activity	2/148	26/3981	0.25158463278843	SENP3/USP36	2
GO:0008234	GO:0008234	cysteine-type peptidase activity	3/148	51/3981	0.294376029794664	SCRN2/SENP3/USP36	3
GO:0140030	GO:0140030	modification-dependent protein binding	4/148	74/3981	0.295498313316315	BRD7/CHD1/MTF2/PWP1	4
GO:0001217	GO:0001217	DNA-binding transcription repressor activity	2/148	30/3981	0.307443653986717	FOXK2/ZGPAT	2
GO:0001227	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	2/148	30/3981	0.307443653986717	FOXK2/ZGPAT	2
GO:0101005	GO:0101005	deubiquitinase activity	2/148	30/3981	0.307443653986717	SENP3/USP36	2
GO:0015216	GO:0015216	purine nucleotide transmembrane transporter activity	1/148	10/3981	0.315652701606024	SLC25A5	1
GO:0032813	GO:0032813	tumor necrosis factor receptor superfamily binding	1/148	10/3981	0.315652701606024	TRAP1	1
GO:0045505	GO:0045505	dynein intermediate chain binding	1/148	10/3981	0.315652701606024	DYNLL1	1
GO:0046875	GO:0046875	ephrin receptor binding	1/148	10/3981	0.315652701606024	CRK	1
GO:0003730	GO:0003730	mRNA 3'-UTR binding	3/148	54/3981	0.32531007465638	DDX17/PARN/TAF15	3
GO:0015171	GO:0015171	amino acid transmembrane transporter activity	1/148	11/3981	0.341158468456265	SFXN3	1
GO:0015215	GO:0015215	nucleotide transmembrane transporter activity	1/148	11/3981	0.341158468456265	SLC25A5	1
GO:0015605	GO:0015605	organophosphate ester transmembrane transporter activity	1/148	11/3981	0.341158468456265	SLC25A5	1
