	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
hsa03040	hsa03040	Spliceosome	9/67	216/8586	4.11574715556517e-05	151903/220988/9128/10285/9410/22938/6429/6431/25949	9
hsa03010	hsa03010	Ribosome	5/67	167/8586	0.00959238933706055	51069/63931/6141/6144/3921	5
hsa03082	hsa03082	ATP-dependent chromatin remodeling	4/67	117/8586	0.0129870522938481	57492/29117/57459/10524	4
hsa04623	hsa04623	Cytosolic DNA-sensing pathway	3/67	75/8586	0.0205714656202004	57506/9533/10623	3
hsa03018	hsa03018	RNA degradation	3/67	79/8586	0.0235688491766891	4849/11340/5393	3
hsa03020	hsa03020	RNA polymerase	2/67	34/8586	0.028663154223346	9533/10623	2
hsa01240	hsa01240	Biosynthesis of cofactors	4/67	153/8586	0.0312550748550656	129607/2235/3145/112724	4
hsa00250	hsa00250	Alanine, aspartate and glutamate metabolism	2/67	37/8586	0.0335246264736126	7915/5471	2
hsa03015	hsa03015	mRNA surveillance pathway	3/67	97/8586	0.0398288741287902	10978/79869/2733	3
hsa00860	hsa00860	Porphyrin metabolism	2/67	43/8586	0.044123406213993	2235/3145	2
hsa03013	hsa03013	Nucleocytoplasmic transport	3/67	108/8586	0.0519500797377403	2733/55706/23039	3
hsa00280	hsa00280	Valine, leucine and isoleucine degradation	2/67	48/8586	0.053773535401743	197322/64087	2
hsa00330	hsa00330	Arginine and proline metabolism	2/67	50/8586	0.0578250331645249	5033/29920	2
hsa01212	hsa01212	Fatty acid metabolism	2/67	57/8586	0.0727904945716968	197322/1374	2
hsa05017	hsa05017	Spinocerebellar ataxia	3/67	143/8586	0.100557979552768	10524/23369/292	3
hsa05171	hsa05171	Coronavirus disease - COVID-19	4/67	232/8586	0.106955111223784	57506/6141/6144/3921	4
hsa00730	hsa00730	Thiamine metabolism	1/67	15/8586	0.110954078824044	84284	1
hsa05212	hsa05212	Pancreatic cancer	2/67	76/8586	0.118485567901925	1643/5898	2
hsa05220	hsa05220	Chronic myeloid leukemia	2/67	76/8586	0.118485567901925	1398/1643	2
hsa05100	hsa05100	Bacterial invasion of epithelial cells	2/67	77/8586	0.1210573954958	1398/10163	2
hsa00450	hsa00450	Selenocompound metabolism	1/67	17/8586	0.124800003242545	51540	1
hsa00910	hsa00910	Nitrogen metabolism	1/67	17/8586	0.124800003242545	760	1
hsa00061	hsa00061	Fatty acid biosynthesis	1/67	18/8586	0.131643088758095	197322	1
hsa01232	hsa01232	Nucleotide metabolism	2/67	85/8586	0.14210358203437	129607/84284	2
hsa05225	hsa05225	Hepatocellular carcinoma	3/67	168/8586	0.143180461616126	57492/29117/1643	3
hsa05210	hsa05210	Colorectal cancer	2/67	86/8586	0.144788063070994	1643/5898	2
hsa00100	hsa00100	Steroid biosynthesis	1/67	20/8586	0.145171521204077	1595	1
hsa05014	hsa05014	Amyotrophic lateral sclerosis	5/67	364/8586	0.153885038353686	310/2733/2876/220988/55706	5
hsa04964	hsa04964	Proximal tubule bicarbonate reclamation	1/67	23/8586	0.165075777905202	760	1
hsa04977	hsa04977	Vitamin digestion and absorption	1/67	24/8586	0.171608526110311	4363	1
hsa04666	hsa04666	Fc gamma R-mediated phagocytosis	2/67	97/8586	0.174961584281523	1398/10163	2
hsa05202	hsa05202	Transcriptional misregulation in cancer	3/67	193/8586	0.190726404159524	1643/4297/860	3
hsa00650	hsa00650	Butanoate metabolism	1/67	27/8586	0.190906151913286	7915	1
hsa04966	hsa04966	Collecting duct acid secretion	1/67	27/8586	0.190906151913286	760	1
hsa05169	hsa05169	Epstein-Barr virus infection	3/67	202/8586	0.208757882960378	1643/57506/22938	3
hsa00630	hsa00630	Glyoxylate and dicarboxylate metabolism	1/67	30/8586	0.209760789100751	84532	1
hsa01523	hsa01523	Antifolate resistance	1/67	30/8586	0.209760789100751	4363	1
hsa00640	hsa00640	Propanoate metabolism	1/67	32/8586	0.2220893990769	84532	1
hsa04130	hsa04130	SNARE interactions in vesicular transport	1/67	33/8586	0.228182456156845	6811	1
hsa04071	hsa04071	Sphingolipid signaling pathway	2/67	121/8586	0.243472811333128	4363/29956	2
hsa05216	hsa05216	Thyroid cancer	1/67	37/8586	0.252088068452441	1643	1
hsa00230	hsa00230	Purine metabolism	2/67	128/8586	0.263777278792938	84284/5471	2
hsa04714	hsa04714	Thermogenesis	3/67	232/8586	0.271210783428024	57492/1374/55471	3
hsa00071	hsa00071	Fatty acid degradation	1/67	43/8586	0.28658514830745	1374	1
hsa05135	hsa05135	Yersinia infection	2/67	137/8586	0.289902251582398	1398/10163	2
hsa03410	hsa03410	Base excision repair	1/67	44/8586	0.29218023142385	4350	1
hsa02010	hsa02010	ABC transporters	1/67	45/8586	0.297732083975313	4363	1
hsa04120	hsa04120	Ubiquitin mediated proteolysis	2/67	142/8586	0.304383645355468	1643/8554	2
hsa00620	hsa00620	Pyruvate metabolism	1/67	47/8586	0.308707410916794	84532	1
hsa04934	hsa04934	Cushing syndrome	2/67	155/8586	0.341769139348951	9070/4297	2
hsa00600	hsa00600	Sphingolipid metabolism	1/67	54/8586	0.345806861177076	29956	1
hsa05160	hsa05160	Hepatitis C	2/67	158/8586	0.350319708325943	57506/8554	2
hsa00480	hsa00480	Glutathione metabolism	1/67	57/8586	0.361099654417869	2876	1
hsa05161	hsa05161	Hepatitis B	2/67	162/8586	0.361664498814463	1643/57506	2
hsa00240	hsa00240	Pyrimidine metabolism	1/67	58/8586	0.366118569080081	129607	1
hsa05213	hsa05213	Endometrial cancer	1/67	58/8586	0.366118569080081	1643	1
hsa04330	hsa04330	Notch signaling pathway	1/67	62/8586	0.385808753085624	22938	1
hsa05164	hsa05164	Influenza A	2/67	171/8586	0.386923587798665	57506/292	2
hsa00310	hsa00310	Lysine degradation	1/67	63/8586	0.390636394280282	4297	1
hsa03250	hsa03250	Viral life cycle - HIV-1	1/67	63/8586	0.390636394280282	79869	1
hsa03420	hsa03420	Nucleotide excision repair	1/67	63/8586	0.390636394280282	1643	1
hsa05217	hsa05217	Basal cell carcinoma	1/67	63/8586	0.390636394280282	1643	1
hsa00010	hsa00010	Glycolysis / Gluconeogenesis	1/67	67/8586	0.409575959196046	84532	1
hsa00830	hsa00830	Retinol metabolism	1/67	68/8586	0.414219510168445	112724	1
hsa04920	hsa04920	Adipocytokine signaling pathway	1/67	69/8586	0.41882708152542	1374	1
hsa05211	hsa05211	Renal cell carcinoma	1/67	69/8586	0.41882708152542	1398	1
hsa05230	hsa05230	Central carbon metabolism in cancer	1/67	70/8586	0.423398947856029	5163	1
hsa04622	hsa04622	RIG-I-like receptor signaling pathway	1/67	71/8586	0.42793538168572	57506	1
hsa05016	hsa05016	Huntington disease	3/67	306/8586	0.429312381063971	2876/23186/292	3
hsa05218	hsa05218	Melanoma	1/67	72/8586	0.432436653491599	1643	1
hsa05223	hsa05223	Non-small cell lung cancer	1/67	72/8586	0.432436653491599	1643	1
hsa04115	hsa04115	p53 signaling pathway	1/67	74/8586	0.441334782789467	1643	1
hsa01230	hsa01230	Biosynthesis of amino acids	1/67	75/8586	0.445732171129823	29920	1
hsa03320	hsa03320	PPAR signaling pathway	1/67	75/8586	0.445732171129823	1374	1
hsa04918	hsa04918	Thyroid hormone synthesis	1/67	75/8586	0.445732171129823	2876	1
hsa05214	hsa05214	Glioma	1/67	75/8586	0.445732171129823	1643	1
hsa04971	hsa04971	Gastric acid secretion	1/67	76/8586	0.450095459172861	760	1
hsa05415	hsa05415	Diabetic cardiomyopathy	2/67	203/8586	0.472907554300562	5164/292	2
hsa03083	hsa03083	Polycomb repressive complex	1/67	84/8586	0.483805000315373	10238	1
hsa04012	hsa04012	ErbB signaling pathway	1/67	85/8586	0.487872874342527	1398	1
hsa04015	hsa04015	Rap1 signaling pathway	2/67	210/8586	0.490777058863006	1398/5898	2
hsa04976	hsa04976	Bile secretion	1/67	89/8586	0.503830955177023	760	1
hsa05222	hsa05222	Small cell lung cancer	1/67	92/8586	0.515477090926786	1643	1
hsa04520	hsa04520	Adherens junction	1/67	93/8586	0.519298969300686	10163	1
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	2/67	222/8586	0.520535501391951	10524/292	2
hsa04810	hsa04810	Regulation of actin cytoskeleton	2/67	229/8586	0.537366226407652	1398/10163	2
hsa05231	hsa05231	Choline metabolism in cancer	1/67	98/8586	0.537967378902309	10163	1
hsa00564	hsa00564	Glycerophospholipid metabolism	1/67	99/8586	0.541614431872802	79143	1
hsa04972	hsa04972	Pancreatic secretion	1/67	102/8586	0.552386288088419	760	1
hsa04928	hsa04928	Parathyroid hormone synthesis, secretion and action	1/67	106/8586	0.566361727380295	860	1
hsa04922	hsa04922	Glucagon signaling pathway	1/67	107/8586	0.569787878826701	1374	1
hsa04931	hsa04931	Insulin resistance	1/67	108/8586	0.573187361326832	1374	1
hsa04066	hsa04066	HIF-1 signaling pathway	1/67	109/8586	0.576560379348901	5163	1
hsa05131	hsa05131	Shigellosis	2/67	247/8586	0.57879770854895	1398/10163	2
hsa01200	hsa01200	Carbon metabolism	1/67	115/8586	0.596253990594113	84532	1
hsa04722	hsa04722	Neurotrophin signaling pathway	1/67	119/8586	0.608878907159724	1398	1
hsa04935	hsa04935	Growth hormone synthesis, secretion and action	1/67	120/8586	0.611973877423135	1398	1
hsa04152	hsa04152	AMPK signaling pathway	1/67	121/8586	0.615044719640552	1374	1
hsa04910	hsa04910	Insulin signaling pathway	1/67	137/8586	0.661043763524385	1398	1
hsa05162	hsa05162	Measles	1/67	138/8586	0.663731663612427	57506	1
hsa04936	hsa04936	Alcoholic liver disease	1/67	142/8586	0.674274881555338	1374	1
hsa05224	hsa05224	Breast cancer	1/67	147/8586	0.686996935461531	1643	1
hsa04072	hsa04072	Phospholipase D signaling pathway	1/67	148/8586	0.689481969864195	5898	1
hsa05226	hsa05226	Gastric cancer	1/67	149/8586	0.691947566927373	1643	1
hsa05206	hsa05206	MicroRNAs in cancer	2/67	310/8586	0.702472585877715	4363/1398	2
hsa04218	hsa04218	Cellular senescence	1/67	156/8586	0.708674937646747	292	1
hsa04217	hsa04217	Necroptosis	1/67	159/8586	0.715566872838431	292	1
hsa04630	hsa04630	JAK-STAT signaling pathway	1/67	166/8586	0.731029603822604	8554	1
hsa04022	hsa04022	cGMP-PKG signaling pathway	1/67	167/8586	0.733169867070097	292	1
hsa04621	hsa04621	NOD-like receptor signaling pathway	1/67	186/8586	0.77079000468484	57506	1
hsa04613	hsa04613	Neutrophil extracellular trap formation	1/67	191/8586	0.779788562143348	292	1
hsa04062	hsa04062	Chemokine signaling pathway	1/67	192/8586	0.781546056644408	1398	1
hsa05130	hsa05130	Pathogenic Escherichia coli infection	1/67	198/8586	0.791804547040381	10163	1
hsa04510	hsa04510	Focal adhesion	1/67	203/8586	0.799989603481968	1398	1
hsa05203	hsa05203	Viral carcinogenesis	1/67	204/8586	0.801588159675062	22938	1
hsa05170	hsa05170	Human immunodeficiency virus 1 infection	1/67	212/8586	0.813931582078914	1398	1
hsa05208	hsa05208	Chemical carcinogenesis - reactive oxygen species	1/67	223/8586	0.829676947253562	292	1
hsa05163	hsa05163	Human cytomegalovirus infection	1/67	225/8586	0.832395256315553	1398	1
hsa04014	hsa04014	Ras signaling pathway	1/67	236/8586	0.846599387993991	5898	1
hsa05132	hsa05132	Salmonella infection	1/67	249/8586	0.861863114429348	5898	1
hsa04020	hsa04020	Calcium signaling pathway	1/67	253/8586	0.866251179884152	292	1
hsa05012	hsa05012	Parkinson disease	1/67	266/8586	0.879585378512662	292	1
hsa05020	hsa05020	Prion disease	1/67	272/8586	0.885289287186205	292	1
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	2/67	476/8586	0.892921715824587	2876/292	2
hsa04010	hsa04010	MAPK signaling pathway	1/67	301/8586	0.909317279214266	1398	1
hsa05010	hsa05010	Alzheimer disease	1/67	384/8586	0.953934981200554	292	1
