TF	nes_1	pval_1	nes_2	pval_2	nes_3	pval_3	combine_nes	fisher_pval
NFIA	-3.10118710181637	0.00192746458836548	0	1	-3.20750560021772	0.0013389145367614	-2.1028975673447	0.000249433468816943
RUNX1	2.49602255006911	0.0125594617088668	1.60758501753038	0.107926095739679	2.98188801617991	0.00286476765823802	2.3618318612598	0.000353642339958751
DPF3	-2.82741424158483	0.00469255823869051	0	1	-3.17986760737438	0.00147342352381427	-2.0024272829864	0.000577137566953263
SREBF1	1.67887904925201	0.0931756184359059	2.89838039106398	0.00375095349410967	2.25617485332108	0.0240596827588098	2.27781143121236	0.000680862325385044
ETS1	-2.85376955215497	0.00432038585994063	-1.90534498821873	0.0567352410923355	-1.90271903314524	0.0570772170376273	-2.22061119117298	0.0010442787696437
POU2AF1	-2.63129713649374	0.00850596316761232	0	1	-3.06970468845951	0.00214270522352667	-1.90033394165108	0.00130233892385981
PPARG	2.3240398576272	0.0201233579273188	2.1637469892231	0.0304837725700038	2.13468330101326	0.032786887935089	2.20749004928785	0.00141366216988668
PRDM8	2.9770485412228	0.00291037926582006	0	1	2.66178891279774	0.0077726605017985	1.87961248467351	0.00155873585680381
PBX1	-2.0622366638269	0.0391852096786206	0	1	-3.29069703411427	0.000999394849224473	-1.78431123264706	0.00245295501175565
BHLHA15	-2.36067407540791	0.0182417547967267	0	1	-3.02505316017922	0.00248589429625807	-1.79524241186238	0.00276675262972417
USF2	2.39536015535302	0.0166040467583907	1.21734881756629	0.2234715278026	2.47292836637844	0.0134011001485015	2.02854577976592	0.00298366780025622
ZNF675	2.36609537822256	0.0179768125099135	0	1	2.91221866401945	0.00358871316011735	1.75943801408067	0.00368996666679525
KLF5	-2.38948235716583	0.0168721342065192	0	1	-2.83493916643224	0.00458344125655884	-1.74147384119936	0.00427518458806184
GATA1	-2.18209277214602	0.0291026865417344	-1.66834938644703	0.095246389423248	-2.19530666815656	0.0281416069054564	-2.01524960891654	0.00430536319851143
ZNF773	2.92586292197156	0.00343502256513723	0	1	2.24008331051886	0.0250855148133826	1.72198207749681	0.0046666261286569
ESR2	-1.53831019333653	0.123972788583604	-1.26643149240134	0.205358641988142	-2.91077137546127	0.0036053772283723	-1.90517102039971	0.00491107289731317
FOXO3	-1.50760487564843	0.131655684150404	-1.6361049768882	0.101817618777905	-2.67648343156864	0.00743992442145502	-1.94006442803509	0.00525114827858081
ETV6	2.10491671655518	0.0352985582949642	0	1	2.98409535086405	0.00284418123895622	1.69633735580641	0.00527932042237181
ZNF446	2.62577875256715	0.00864509899227074	0	1	2.51266357579781	0.0119823541036675	1.71281410945499	0.0054141798951421
PLAGL1	2.38381504949012	0.0171342112088542	0	1	2.73692121298986	0.0062017144008294	1.70691208749333	0.00552636948693059
ZNF626	2.89186913430412	0.0038295742519146	0	1	2.19798143761121	0.0279504287564668	1.69661685730511	0.00555885684918284
IRF4	-2.42326240240194	0.0153818115705104	0	1	-2.67616372232152	0.00744702564222956	-1.69980870824115	0.00587037999385142
TBX21	2.61569695575559	0.00890455491422506	0	1	2.47790138516606	0.0132157666560341	1.69786611364055	0.00599894108524478
EPAS1	-0.694191984607497	0.487561818589407	-2.18029461744089	0.0292356298044016	-2.63839452606732	0.00832996084843774	-1.83762704270524	0.00604212812933515
BACH2	-1.88865526179136	0.0589380369886202	0	1	-3.06961403079051	0.00214335566425124	-1.65275643086062	0.00634996040312264
NR3C1	1.39429684829875	0.163227982273865	2.69634200466233	0.00701056463213169	1.58328018957551	0.113357616163261	1.8913063475122	0.00648622968881863
PLAG1	-2.97234778987864	0.00295531704828351	0	1	-2.00696439435981	0.0447534543394166	-1.65977072807948	0.0065878708812942
