nodeLabel	flow_class_1	flow_class_2	distance
GLS	0	0.782597110583819	0.56
STRADB	0	0.778559269507	0.5573
IRX1	0.0298957606829468	0.794215393610776	0.5453
NR2F1	0	0.732791111254232	0.5269
ARMC8	0.0607550147539486	0.799525469591988	0.5258
CBX4	0	0.725573537705945	0.5221
FOXB1	0	0.725300293570923	0.522
OR10A4	0	0.71046346061064	0.5121
ZNF516	0	0.700765887847811	0.5057
STX3	0	0.676154843792238	0.4893
MAR06730	0.0329555969106698	0.712471391738604	0.4888
MAR10931	0.036986556244761	0.716053521527882	0.4882
RAB28	0	0.669905046430612	0.4852
EVX2	0	0.662467399033168	0.4802
MAR03058	0.0307338177813168	0.696246455416008	0.4797
PRRX2	0	0.655486053286676	0.4756
ZNF391	0	0.654743358260906	0.4751
APLNR	0	0.650585497086766	0.4724
PRPF31	0.0402966360074646	0.695816997218324	0.4722
PLCB3	0	0.649928007236628	0.4719
BHLHE40	0	0.648384938832409	0.4709
PIP4K2C	0	0.646600259946594	0.4697
TAL2	0	0.645349738583351	0.4689
PMEPA1	0	0.644542766531363	0.4683
FGF9	0	0.643449850003664	0.4676
FKBP5	0.061498301551111	0.710420387002527	0.4661
NEUROG3	0	0.640746671462296	0.4658
MAR08749	0.068843313942622	0.717460194601558	0.4653
OR52E8	0	0.636607304808237	0.4631
PFAS	0	0.628631810522603	0.4578
IL18	0	0.625294432448322	0.4556
DDX51	0	0.624794490437181	0.4552
MRPS10	0	0.622834615814844	0.4539
SUMO2	0.0784676299799435	0.70984836927938	0.453
RAB40C	0	0.619502822544128	0.4517
MAR12868	0.139834837133568	0.776194713364113	0.4512
MAR05503	0.0294989539582428	0.651093082746201	0.4506
NOL9	0	0.615806576595096	0.4493
MAR11285	0.113053534816506	0.74242157821103	0.4488
MAR05476	0.0294989539582428	0.647123761865566	0.448
MAR05477	0.0294989539582428	0.647123761865566	0.448
MAR11210	0.0313591369183138	0.644559943832823	0.4449
ATOH7	0	0.60660509077163	0.4432
ATP11B	0	0.606733382722169	0.4432
BCAR1	0	0.605758838722211	0.4426
MAR09945	0.113053534816506	0.732021881813148	0.4419
HLA-E	0	0.60460527376891	0.4418
RER1	0	0.602928144802067	0.4407
AKAP4	0	0.601906855777497	0.44
EIF3K	0.0313664906158043	0.635631635716341	0.439
PRAME	0	0.60009526539485	0.4388
SPRY1	0	0.598772065668574	0.438
ZNF208	0	0.598363433280714	0.4377
RASGEF1C	0	0.596454154978707	0.4364
REXO4	0	0.595838172992602	0.436
MAR08760	0.0750782119048859	0.677350416169204	0.434
MAR12698	0.0485830218992475	0.647111430706916	0.4337
COX8A	0	0.590550106738861	0.4325
OXCT1	0	0.590239889554074	0.4323
ZNF586	0	0.589500086753775	0.4318
CASP10	0	0.587768969321299	0.4306
AXIN2	0	0.584000467029258	0.4281
MAR10949	0.127288316997613	0.725184841697413	0.4267
RRN3	0	0.580961676777126	0.4261
MAR08761	0.116049625398157	0.708835214653546	0.4242
LBP	0	0.577495263161528	0.4238
MAR08762	0.116049625398157	0.70745396629947	0.4233
FZD1	0	0.576532304281116	0.4232
GABRB2	0	0.5766003651698	0.4232
VN1R1	0	0.575180262938178	0.4223
TAF13	0.0315743937399016	0.610179206118743	0.4219
ACOT8	0	0.574141232418433	0.4216
CCL25	0	0.5732776833543	0.421
OR4A5	0	0.573294237171881	0.421
TSHR	0	0.572972478910774	0.4208
RABGAP1	0	0.572545388372391	0.4205
MAR10964	0.159316819545746	0.750855037266413	0.4198
CDON	0	0.570512338195194	0.4192
ING1	0	0.568130771060117	0.4176
PTH1R	0	0.567906600892478	0.4175
NLRC3	0	0.567772808048262	0.4174
MAR02870	0.160036302098168	0.747509012212542	0.417
NRG3	0	0.566855649239387	0.4168
MAR10436	0.0294989539582428	0.600005292782851	0.4167
CTNNAL1	0	0.566418756073847	0.4165
OR8K1	0	0.566462122598059	0.4165
CHTOP	0	0.564623592825122	0.4153
ADSL	0.0703611237022719	0.643689990534214	0.4152
CAMK2A	0	0.563686077718251	0.4147
MAR10172	0.112178226901156	0.689491463958355	0.4143
RINT1	0	0.561895132876956	0.4135
CCL28	0.166052594307132	0.748376884947642	0.4131
GNG12	0	0.560618793874191	0.4126
OR4N5	0	0.559034046503338	0.4116
TRAPPC12	0.140905845658313	0.717184181384948	0.4112
OR2S2	0	0.557846177442435	0.4108
CYP27B1	0	0.55735143438068	0.4105
CHCHD1	0.030505836776263	0.591494851377542	0.4103
SERPINA1	0.130276579188873	0.703335645387722	0.4099
CSNK1G3	0	0.556376765345056	0.4098
MAR08241	0.0275265958805771	0.587173204599244	0.4097
FBXO31	0	0.555788155744844	0.4094
INTS3	0.0752368660235573	0.639799802164424	0.4089
UNC5B	0	0.555055427638849	0.4089
POU3F2	0	0.554870884018601	0.4088
MAR12568	0.0371591997207941	0.596501263594612	0.4087
MAR05542	0.0485830218992475	0.607393692691977	0.4073
SEC23A	0.0714945485085566	0.631703008786308	0.4063
OR2Y1	0	0.549761381052364	0.4054
MAR08576	0.0309490019827489	0.583458956059845	0.4046
MAR05528	0.126589468617561	0.689660884840224	0.4036
