TF	size	nes	pval	pval.fdr
TAL1	18	2.9794086765598	0.0028880530431294	0.53973087127678
TCF4	62	2.96874371625407	0.00299019873283535	0.53973087127678
HNF1B	40	2.49182834712475	0.0127087439875005	0.767332925130094
ZZZ3	159	2.46520110340743	0.0136936371016026	0.767332925130094
ZNF274	18	2.4270983275992	0.0152201301798436	0.767332925130094
NFYC	16	-2.37808566205344	0.017402782564251	0.767332925130094
PITX2	11	-2.3379069682385	0.0193920747154575	0.767332925130094
BCL6	46	-2.26342869598639	0.0236092754739782	0.767332925130094
POU5F1	69	2.25040745932632	0.0244230919292829	0.767332925130094
ZNF175	463	2.16377656599875	0.0304815014670882	0.767332925130094
IRF3	74	-2.11827821120903	0.0341515128147973	0.767332925130094
HOXB7	113	-2.05106648852946	0.0402604722586173	0.767332925130094
ARID3A	25	-2.04523891456356	0.0408313097052454	0.767332925130094
BATF	48	-2.04302177775648	0.0410502823425591	0.767332925130094
ELK1	31	-2.03476854364011	0.0418741676136502	0.767332925130094
TWIST1	15	-2.03012991881327	0.0423433350647312	0.767332925130094
KLF9	67	-1.98029546909373	0.0476703376292653	0.767332925130094
GFI1B	29	1.9794489763731	0.0477654789456805	0.767332925130094
ZNF165	107	1.96525509346887	0.0493847202742864	0.767332925130094
TEAD4	73	1.94711660954108	0.0515207561524918	0.767332925130094
ZHX1	481	1.94692883519088	0.0515432670806624	0.767332925130094
ETS2	30	1.89251337950787	0.0584226127053275	0.767332925130094
ETS1	143	1.87323689538246	0.0610356795691663	0.767332925130094
REST	12	1.87310221543834	0.0610542715014223	0.767332925130094
MEF2C	73	1.85188030471304	0.0640430127177405	0.767332925130094
FOXP1	173	1.8402169999422	0.065736385129795	0.767332925130094
TERF2	443	1.83558554381177	0.0664189767954465	0.767332925130094
ZNF584	253	1.83100358904447	0.0671000073825557	0.767332925130094
ZNF382	10	1.8195841903962	0.0688223510652192	0.767332925130094
BCL11A	36	1.81619886377944	0.0693398723301297	0.767332925130094
NR1H3	12	-1.81152995856899	0.0700588559453763	0.767332925130094
FOXO3	37	-1.78594754741674	0.0741077513468229	0.767332925130094
RUNX3	12	1.75918125172845	0.0785467276263952	0.767332925130094
LYL1	83	1.7331666653167	0.0830660500478475	0.767332925130094
PPARG	41	-1.71502127625875	0.0863413261754215	0.767332925130094
ELF3	53	-1.71101766077218	0.0870778526583393	0.767332925130094
ERG	12	1.69623913638079	0.0898406015821051	0.767332925130094
NR2F6	32	1.69000102628114	0.091027758301739	0.767332925130094
