Regulator	Target	MI	pvalue
FOXD4L1	VCL	0.8102003211502127	1.040350219042585E-4
ETV1	TEC	0.7902128785342285	1.040350219042585E-4
ZFP28	CDKN2B	0.8172467471074654	0.0090226124954641
HOXA2	DHRS1	0.9023689249303776	1.040350219042585E-4
ZNF777	LIPC	0.8783682606397228	0.0090226124954641
HOXB4	NTNG2	0.8970784592993681	0.0090226124954641
CXXC5	GPAT2	0.7874914328837284	1.0503549189300188E-6
EGR2	S1PR3	0.8968351943781677	0.0090226124954641
ZNF208	ESR2	0.8204313159919159	1.040350219042585E-4
IKZF2	NTHL1	0.9535046953431788	0.0090226124954641
NFE2L1	SLC24A3	0.8401112906062879	1.040350219042585E-4
ZNF121	TTF2	0.8761460051392597	0.0090226124954641
THAP4	CSTB	0.7806057952659069	0.0090226124954641
SOX6	DISP1	0.8470713690175978	1.040350219042585E-4
RREB1	ANAPC1	0.834568603535585	1.0503549189300188E-6
ZNF780A	SAMHD1	0.8382502118088322	1.040350219042585E-4
PHF20	UAP1L1	0.8185106587117132	0.0090226124954641
SOX6	SLC6A9	0.8470472543390752	0.0090226124954641
MNT	ARHGAP11B	0.9037707754065295	1.040350219042585E-4
GTF2IRD2B	ZNF496	0.8382845265568043	1.040350219042585E-4
E2F8	SLC26A1	0.8277889830544769	1.040350219042585E-4
ZNF28	SCFD2	0.8892980712452324	0.0090226124954641
ZNF233	UGT2B11	0.8432378348005283	0.0090226124954641
SOX13	PBX4	0.8612552970029839	0.0090226124954641
HOXB2	FOXN2	0.8272500552223475	0.0090226124954641
FAM200B	LARP4	0.8808463031548321	0.0090226124954641
VENTX	MT1F	0.8346854326912014	1.040350219042585E-4
ATF4	ERC1	0.8042957648507922	0.0090226124954641
ZNF706	MRAS	0.8038775156561236	0.0090226124954641
ZZZ3	ZZEF1	0.7928210021975106	0.0
ZNF446	ZRSR2	0.8546988538599246	1.040350219042585E-4
NFX1	PAK2	0.8273957326677781	0.0090226124954641
ZBTB6	MAPRE1	0.9365079810481006	0.0090226124954641
NR1D2	SCN4B	0.8755761779895345	0.0090226124954641
ZNF224	NUCB2	0.7538860232446583	0.0090226124954641
L3MBTL4	LHFPL4	0.8095804441489751	0.0090226124954641
ZNF268	CPNE4	0.8432038690459939	1.040350219042585E-4
MYSM1	ANKK1	0.7893834928720376	0.0090226124954641
FOXJ3	MXI1	0.8379127747354707	0.0090226124954641
MSC	ANLN	0.910750967343427	8.314155031108328E-9
ETS1	ETNK2	0.8323333867803502	1.0503549189300188E-6
SAFB2	LNP1	0.8151296121552332	0.0090226124954641
ZNF365	KIF5C	0.8579167542310397	0.0090226124954641
ZFAT	PLD6	0.816364659663179	0.0090226124954641
ASH1L	TAB3	0.8748711513951586	0.0090226124954641
ZNF205	PFKFB1	0.8917796560314122	0.0
ZNF579	RSPH10B2	0.8515567493142211	0.0090226124954641
NKX6-2	LHB	0.8416208159254516	1.040350219042585E-4
RELA	NDUFA13	0.8215615893306519	1.040350219042585E-4
ZNF2	HCG4	0.78424138275456	0.0090226124954641
TFDP1	MXD3	0.8428363494966126	1.040350219042585E-4
ZNF460	ACADVL	0.7667396027992694	0.0090226124954641
ZNF525	FOSL2	0.7803608377961336	0.0090226124954641
ZNF436	ZNF248	0.784095442993838	0.0090226124954641
THAP2	KRTCAP3	0.8009836543007065	0.0090226124954641
ZFP14	ZNF511	0.8443977932979516	0.0
ZNF382	ACVR1	0.8150992888235432	0.0090226124954641
EGR3	VBP1	0.7998694152046995	0.0090226124954641
ZBED5	ARHGAP31	0.8177719981312297	0.0090226124954641
SALL2	CXCR5	0.8067289293362093	1.040350219042585E-4
IRF4	CLCN4	0.8557616193449473	0.0
ZNF587	ZNF526	0.8143977765790339	0.0090226124954641
MAFK	GK3P	0.81234072871436	0.0090226124954641
TFDP1	MT1L	0.8933700566673305	0.0
NFIB	FPR2	0.8533782467698815	0.0090226124954641
KLF8	TMOD2	0.781201823298617	0.0090226124954641
HOXB2	KCNA6	0.8918286745508912	0.0090226124954641
FOXK2	RNASET2	0.8215647483542613	1.040350219042585E-4
ZNF146	RNF126	0.9931753967357017	0.0090226124954641
TSHZ1	ACACA	0.9467710453251899	1.040350219042585E-4
ZBTB5	TREX1	0.859426172767533	8.314155031108328E-9
LTF	DIDO1	0.983690617943344	0.0090226124954641
THAP3	SLC25A4	0.9010960856796689	0.0090226124954641
ZNF777	NFIA	0.8565798793210597	0.0090226124954641
ZNF676	SAFB2	0.9757514991791474	0.0090226124954641
IKZF5	BCL7B	0.8532562594303549	0.0090226124954641
NFE2L2	TPR	0.8174005912985474	0.0090226124954641
ZNF274	POU5F2	0.8163400917423577	1.040350219042585E-4
SP4	SNED1	0.8207160265690246	1.040350219042585E-4
MYB	SNORD116-14	0.8151972938279781	1.0503549189300188E-6
DRAP1	PNPLA4	0.8663575830186301	1.040350219042585E-4
ZNF438	SCRN3	0.8535575508034622	0.0090226124954641
ZNF831	SNORD24	0.940195162540905	8.314155031108328E-9
NPAS1	INSC	0.8123559608578814	0.0090226124954641
ZNF831	TMPRSS3	0.8830729536529811	0.0
NR6A1	PRSS21	0.8581489775854969	0.0090226124954641
