"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"MAPINFO"	"Strand"	"CHR"	"fragment_ID"
"cg00012536"	0.208200058567694	0.468059122629506	3.16594612848519	0.00238263679220316	0.0966457740572883	-2.34896214597591	33835238	"+"	"19"	327174
"cg00018181"	-0.18479535054162	0.454222539639032	-2.90275083290067	0.00509297252960145	0.124495138133971	-3.0504825923215	101931734	"+"	"7"	690507
"cg00036110"	-0.178418130300099	0.357417993259838	-2.33253398473079	0.022882130930501	0.206230319555543	-4.40511446547784	40146660	"+"	"1"	8833
"cg00036272"	0.246238545283373	0.483067717304207	3.67439793908498	0.000494248475014724	0.0574050377919169	-0.873523993310275	29706235	"-"	"1"	6325
"cg00037856"	-0.176149971550087	0.698423199627142	-3.16832143396257	0.00236593764826016	0.0965081368728365	-2.3424278263612	127633627	"+"	"3"	474787
"cg00040588"	-0.153427082336967	0.278669812361741	-3.97867431049301	0.000181670269390301	0.0401370520460831	0.0769665588651218	1290712	"-"	"1"	259
"cg00041989"	-0.189502339573845	0.424328733740978	-2.91960042058364	0.00485701079354969	0.122494883549439	-3.00694060870112	55828038	"+"	"17"	291621
"cg00042208"	-0.151998953107923	0.83659221096156	-3.75179299097548	0.000384685132270114	0.0528393078524694	-0.636238424209276	173044350	"-"	"5"	608571
"cg00043564"	-0.169866685711107	0.343484632278159	-2.68481790956901	0.00926382203908948	0.150927607662752	-3.59602543363784	101005832	"-"	"7"	690368
"cg00048759"	-0.175019319747263	0.418911708550348	-2.4313214571042	0.0179014400420849	0.18892257007826	-4.1876520402391	99775422	"+"	"7"	690185
"cg00055529"	-0.181629776843037	0.464177975335804	-2.54762464735689	0.0132994863538627	0.170458633135251	-3.92211892932118	37123835	"+"	"17"	286911
"cg00061695"	-0.167924763588234	0.506283512643854	-2.57565832264024	0.0123641422478563	0.166270067212663	-3.8566049381584	7311314	"-"	"17"	280214
"cg00066111"	-0.184050704561033	0.252102282874618	-2.71919955383002	0.00844566458059287	0.146402815472944	-3.5121721979818	52258304	"-"	"18"	312690
"cg00068391"	-0.150820069905464	0.320265572092047	-2.30301206353681	0.0245929760966436	0.21150862155171	-4.46863429063704	121276320	"-"	"10"	98657
"cg00073460"	-0.214209326834712	0.507054568821735	-3.1386352050825	0.002582745233818	0.0992977440324821	-2.42383760181473	149806502	"+"	"6"	655632
"cg00083704"	-0.181344064762249	0.286782545539682	-3.23195595782635	0.00195737200117821	0.0903396557180384	-2.16606305194906	8870355	"+"	"17"	280543
"cg00083833"	0.169512936680511	0.33723731109409	3.25981637590886	0.00180022963731402	0.0878161203427083	-2.08805955642104	50583273	"+"	"16"	268210
"cg00091760"	0.15439818981238	0.54057840396004	2.4779196772849	0.0159087849715857	0.181312627041508	-4.08248458958557	124131072	"+"	"10"	99479
"cg00097146"	-0.185301682003977	0.280460461222895	-3.02523375267145	0.00359396269563261	0.111298600465642	-2.72964439619758	45171818	"+"	"2"	345008
"cg00104845"	-0.193965023744468	0.337811634992797	-2.29131212368611	0.0253018097585058	0.213624288174477	-4.49361932165581	140892370	"-"	"5"	598783
"cg00106345"	-0.150214022880092	0.662929907081112	-2.02413639818727	0.0472028957246084	0.267880586001146	-5.03436871606958	27138396	"+"	"7"	669600
"cg00125100"	-0.236012499758757	0.473609146554864	-3.92400730655765	0.000218115098530664	0.0429144673404606	-0.0972100385516113	94642395	"+"	"14"	232875
"cg00145955"	-0.17313845035887	0.30241272338357	-2.17165847869855	0.0336555685310501	0.236973786876323	-4.74291584123175	29703480	"-"	"16"	265771
"cg00150500"	-0.157024244429032	0.147624066838964	-3.49622712056003	0.000870555237183007	0.0685556224511125	-1.40749055058616	3073744	"+"	"16"	259251
"cg00157359"	-0.194513237223156	0.488789255774706	-2.60823014447694	0.0113525733523175	0.161776617859502	-3.77975905818028	66233183	"+"	"11"	121552
"cg00163702"	-0.163465805521838	0.608855108944989	-2.5935358340181	0.0117992345004642	0.163728772401263	-3.81452327792814	81254719	"-"	"16"	276771
"cg00177239"	-0.158077128974138	0.572816790297508	-2.13990811313002	0.0362431537062035	0.243173991665951	-4.80714238764272	116581112	"-"	"10"	97293
"cg00178864"	-0.158707394792783	0.535709856796027	-2.15992212958271	0.0345925801317738	0.239240349091024	-4.76675173985872	140201574	"+"	"4"	539223
"cg00182405"	-0.235103939385528	0.472499336924248	-3.06535645180778	0.00320010491493385	0.106599259762104	-2.62239428083631	112831268	"+"	"11"	135351
"cg00190206"	-0.157818399269295	0.694450630123972	-2.1862812298337	0.0325192640016676	0.233882044002392	-4.7130625686921	176999353	"+"	"2"	383599
"cg00190611"	0.252274238861066	0.494173080296134	5.80638345626762	2.26155043831963e-07	0.00402095187119086	6.55042376200122	34982511	"-"	"17"	286450
"cg00195749"	-0.154610303272178	0.590241586129883	-3.30540699170162	0.00156842447651225	0.0836610881696377	-1.95939472528714	77764418	"+"	"17"	297072
"cg00211630"	-0.156489860076641	0.391827800880214	-2.56511656142612	0.0127086363848104	0.167904973270849	-3.88130885310817	74022875	"+"	"11"	123229
"cg00220225"	-0.168968597466929	0.624012622624684	-2.17404528981828	0.0334677522117813	0.236487070098471	-4.73805476672784	50194470	"+"	"3"	451649
"cg00229387"	-0.15508575587022	0.445021678723943	-3.29774844293215	0.00160528979074979	0.0842477666086273	-1.98109643994187	43445942	"+"	"6"	622632
"cg00236832"	-0.162231360161185	0.176312354331959	-3.52913286705865	0.000785050141831896	0.0663950392577854	-1.31019684605781	38465489	"+"	"17"	287176
"cg00238213"	-0.154434047538303	0.154382546948898	-4.89016383308249	7.29181460023042e-06	0.0125665436204169	3.16953031385634	75896399	"+"	"7"	682804
"cg00238249"	-0.216851654457965	0.516605898407158	-3.76675476746019	0.00036637526496758	0.0519051621683205	-0.59000569731708	71276258	"+"	"6"	630737
"cg00242031"	0.150006251406428	0.663825714685987	3.13884415765009	0.00258115619550275	0.0992903271797178	-2.42326652661477	174869880	"+"	"5"	609127
"cg00242976"	-0.183289699398865	0.498017413022661	-2.71883018285563	0.00845409107388017	0.146454290667452	-3.51307753066617	44440824	"-"	"20"	414672
"cg00247269"	-0.152431574024042	0.575699305244951	-2.17092258036179	0.0337136616561136	0.237130437745367	-4.74441367542022	57480410	"-"	"16"	270254
"cg00251405"	-0.162094107053415	0.299014289794662	-2.77853160081593	0.00718778685396887	0.139206174412537	-3.3654967967748	33219246	"-"	"1"	7057
"cg00254133"	-0.154162972640045	0.214077176021878	-3.27772851587919	0.00170555244543372	0.0861112676349413	-2.03765867637771	61340542	"+"	"20"	418904
"cg00260201"	-0.153279389473173	0.271286027203691	-2.88243882341692	0.00539151205721212	0.126683496973118	-3.10271649316429	46029581	"+"	"17"	288834
"cg00263368"	-0.189928718856391	0.500664115411582	-3.33938038897167	0.00141430503967722	0.0808118100711664	-1.86270111439543	150999591	"+"	"7"	705237
"cg00270601"	-0.162603777022147	0.235425451220406	-2.97328659287505	0.0041710483626993	0.116388238310759	-2.86693575775886	138698769	"-"	"3"	477950
"cg00272656"	-0.163994688884935	0.688288264977897	-2.84690179821908	0.0059530272051019	0.130880113922049	-3.19342640738067	57859708	"-"	"12"	158419
"cg00273449"	-0.157814920998342	0.429448264943358	-2.71464294103126	0.00855015469890985	0.146929886280169	-3.52333373079107	74875268	"+"	"2"	353984
"cg00281776"	-0.170415960643487	0.767690586305024	-2.15437751367208	0.0350431348467609	0.240303842948132	-4.77797388270599	209224225	"-"	"2"	393783
"cg00306721"	-0.16673956027661	0.270651579356415	-2.9882387734637	0.00399668221702393	0.114917554015995	-2.82760103264487	62477480	"+"	"11"	120828
"cg00317728"	-0.188038387013624	0.265175850813504	-3.26799615047277	0.00175639659142941	0.087015736582694	-2.06506768074126	130126188	"+"	"7"	699303
"cg00343666"	-0.16899426602419	0.686546698533449	-2.44963863924869	0.0170928699814426	0.185872740579437	-4.14650831072651	45821490	"+"	"1"	10250
"cg00345522"	0.170012522819616	0.240650900500014	3.24902532053447	0.00185963170041341	0.0887806354214109	-2.11832876364814	51260399	"+"	"2"	346835
"cg00347620"	-0.23557738059821	0.391936533436315	-4.78674566486437	1.06506105722281e-05	0.01482300289591	2.80281758656371	115109730	"-"	"12"	176237
"cg00352780"	-0.199414225793796	0.556860282175838	-3.33996156245331	0.00141179733045821	0.0807651739411975	-1.8610410013512	33544183	"-"	"20"	411862
"cg00357213"	-0.166959893748408	0.710247804607795	-3.40328573146238	0.00116235033156636	0.0753895230784336	-1.67895928871784	15902731	"+"	"10"	68791
"cg00366236"	-0.22942334890697	0.644591694929802	-3.30422553542932	0.00157405901789762	0.0837721441774692	-1.9627448749238	14952413	"-"	"17"	282244
"cg00378636"	0.21636404469491	0.580461099729802	4.32674529913348	5.51192328936205e-05	0.0266473076122323	1.21824940862697	12862636	"+"	"19"	322310
"cg00379713"	-0.153556435047095	0.237981691420371	-3.82086161969794	0.000306878198010876	0.0487402080365088	-0.421851833748308	124940631	"-"	"11"	138726
"cg00379740"	-0.153810588301828	0.717538622829801	-2.79784343954635	0.0068170701285777	0.136523877324382	-3.31722268617741	38507518	"+"	"17"	287182
"cg00382138"	-0.159442787231119	0.511016380996668	-2.43255853352987	0.0178457704911578	0.188713966006092	-4.1848813753246	110723299	"+"	"4"	529669
"cg00395420"	-0.201161594093774	0.358184509381228	-2.80921551999882	0.00660707999326858	0.135137217365411	-3.28867418753242	140716485	"-"	"5"	598737
"cg00396899"	0.217942670849273	0.680703733200941	4.08178191907983	0.0001282441662245	0.0355209535584011	0.409346026574679	63213796	"+"	"3"	455414
"cg00398637"	-0.156498961914289	0.571481922052713	-2.58943542689714	0.0119266907957977	0.164217630652408	-3.82419591817515	72977752	"+"	"15"	250757
"cg00401552"	-0.157571206570993	0.217112451957833	-3.88390576921185	0.000249216098278323	0.0448402872223151	-0.224053683426599	2835710	"+"	"16"	259220
"cg00406225"	-0.245940004562401	0.310695755615912	-4.33775448984458	5.30380967009024e-05	0.0264129687468335	1.25520934526038	78510568	"+"	"1"	20027
"cg00418171"	-0.164061129409959	0.772768926987801	-3.34443198984095	0.00139264768722992	0.0804663556808228	-1.84826457251896	7634962	"-"	"7"	663312
"cg00421541"	0.17902178675281	0.640966353240814	3.52203036975305	0.000802801695538904	0.0669097062981173	-1.33124865296618	218334134	"-"	"1"	55527
"cg00444390"	0.153193191195782	0.762866819511064	3.19093915736135	0.00221233283293062	0.0942932953246893	-2.28003082894213	7950225	"-"	"11"	104258
"cg00449201"	-0.166075229891097	0.71775982062794	-2.9437755080271	0.00453610961499639	0.119614750043138	-2.94413451301044	50193437	"+"	"19"	330292
"cg00455494"	-0.160382983020372	0.299485844620638	-2.98316809411582	0.00405504060328374	0.115440315682381	-2.84095706892461	104855792	"+"	"14"	235458
"cg00456326"	0.244767470794097	0.420025133534467	3.84017610064661	0.000287975236677355	0.0478040009986804	-0.361465362781661	19560467	"+"	"2"	337610
"cg00458337"	-0.154883948994766	0.289958540421656	-2.9256837325466	0.00477433751742594	0.121819218828172	-2.99117333295854	45972499	"+"	"17"	288822
"cg00464046"	-0.183091206856387	0.627000984280298	-2.72472857993437	0.00832044616786221	0.145640452889952	-3.49860891018901	134854551	"-"	"7"	700640
"cg00469897"	-0.159271478161824	0.592464495696993	-2.33189767438958	0.0229178606421094	0.206345757846237	-4.40649073248168	47611829	"+"	"7"	675558
"cg00477225"	-0.157953120258155	0.448540452126498	-2.30262034387235	0.0246164202062803	0.211599822498959	-4.4694725388678	100254255	"-"	"7"	690260
"cg00494544"	-0.250428468556148	0.685527797479379	-5.32617784589225	1.4298116709185e-06	0.00716038465028212	4.75162371531675	195268648	"-"	"3"	495803
"cg00497078"	0.155538954504642	0.562197750166589	2.81605765325024	0.00648362327300039	0.134386092836582	-3.27145441798965	105045187	"-"	"14"	235499
"cg00497232"	-0.236685943978888	0.346111060326569	-3.52156021895823	0.000803990120413409	0.0669425092746219	-1.33264118108523	6665905	"-"	"4"	497866
"cg00498289"	-0.176117372508869	0.602821977815925	-3.33598032332988	0.00142906045625804	0.0809987340618143	-1.87240931622559	27719787	"-"	"2"	339819
"cg00514535"	0.158603312322627	0.423267471775945	2.74417315113052	0.00789346277691742	0.143293628841211	-3.45073727998877	9469762	"-"	"17"	280653
"cg00518495"	-0.164709227640879	0.752847498539277	-3.98118854006845	0.000180143557276986	0.0400288010112269	0.0850118257212973	20625217	"-"	"2"	337923
"cg00525662"	0.18707715906417	0.497880514870941	2.80923814536747	0.00660666820759263	0.135132681311958	-3.28861729920308	69525461	"+"	"2"	352582
"cg00532474"	-0.165357088871128	0.560557338219261	-2.69042251967817	0.00912569367840807	0.150069820928253	-3.58241396956586	43652594	"-"	"18"	310200
"cg00539491"	-0.15464718155666	0.356773127179029	-2.63875945843269	0.0104733490777968	0.157273003982584	-3.70702839745471	66568628	"+"	"11"	121613
"cg00544337"	-0.166268805931575	0.350885591236618	-2.71601061861871	0.00851866813105696	0.146794814122515	-3.51998512176075	82116203	"-"	"10"	87090
"cg00544436"	-0.210707747381237	0.309050463720983	-2.75803949880292	0.00760134856781048	0.141491529982722	-3.41643588230933	34203564	"+"	"6"	620284
"cg00545916"	-0.178889387278875	0.2413641130485	-2.51349410757617	0.0145244448609227	0.17560368089368	-4.00109449505125	56565440	"-"	"17"	291810
"cg00550725"	-0.164727806750839	0.21022618486774	-2.8985306196958	0.00515371140128508	0.124930346725784	-3.06135822963316	87521180	"-"	"8"	732838
"cg00553149"	-0.151175005987838	0.343583783595893	-2.38271675362628	0.0202157417563832	0.197226896388534	-4.2955855555797	99775558	"-"	"7"	690185
"cg00558219"	0.166525511853371	0.719789446608513	2.84561839201012	0.00597428135031957	0.131015093943563	-3.19668617656911	157184137	"-"	"2"	377371
"cg00566759"	-0.180146606817093	0.177760678410949	-3.29911617847455	0.00159864670031402	0.0841425069244246	-1.97722333770487	28682345	"+"	"18"	305401
"cg00576773"	-0.162979230727424	0.792758878081833	-3.02229984024663	0.00362446623801237	0.111674292586467	-2.73744572571088	89909904	"-"	"15"	255246
"cg00586070"	-0.161711644973548	0.655185048878795	-2.18683972649749	0.0324765394765355	0.233765249758016	-4.71191895369194	64248840	"-"	"2"	350947
"cg00594129"	-0.150104437473368	0.430040831371212	-2.52341722470935	0.0141581947266984	0.174160610857165	-3.97822256216552	158524270	"+"	"5"	604162
"cg00595051"	-0.157082399760713	0.43643664671392	-2.48500169292645	0.0156240752374256	0.180184728473282	-4.06635754065574	83955429	"+"	"4"	520925
"cg00597687"	0.157330322954828	0.517468221601313	2.23092411193102	0.0292557369972733	0.22507356439982	-4.62086083364925	63785003	"-"	"1"	15375
"cg00610844"	-0.171420093631176	0.305622903955718	-2.93239073975474	0.00468470049990115	0.120996925103715	-2.97376065975319	6583797	"+"	"5"	557106
"cg00624737"	-0.15248927518221	0.300282165289062	-2.35838119816892	0.0214720274558557	0.201572537552037	-4.34894386337549	86613641	"+"	"16"	278074
"cg00626466"	0.214800148938972	0.591996791334784	3.29562703283572	0.00161564496480217	0.0843721427412217	-1.98710153598253	65153982	"+"	"12"	160775
"cg00636194"	0.166772752522469	0.306581585369588	2.90599860499609	0.005046681199699	0.124060952969103	-3.0421047610673	44168629	"-"	"20"	414590
"cg00637285"	0.173767123016724	0.441215345921186	3.08260771264252	0.00304346549951764	0.105168213948518	-2.57595997417201	144212805	"-"	"8"	750197
"cg00642460"	-0.181170235164437	0.530352295064187	-2.32247724941324	0.0234526658490558	0.207998405789581	-4.42682912822719	176827697	"-"	"5"	609558
"cg00644847"	-0.160688302488014	0.368595892907178	-2.92472830690667	0.00478723502420451	0.121910303661813	-2.99365133987764	6787585	"+"	"1"	1262
"cg00647966"	-0.194376198770749	0.591123661064002	-2.88825524373481	0.00530441164111443	0.126045574292023	-3.08778774184189	152844007	"+"	"1"	36082
"cg00658740"	-0.151887098858383	0.65189157619744	-2.82571106982484	0.00631305186979282	0.133159764926257	-3.24710427863274	136579741	"-"	"3"	477327
"cg00673985"	-0.191960412907951	0.32879582127676	-2.70661876930758	0.00873704228020651	0.147810395690772	-3.5429532237713	46810185	"+"	"17"	289037
"cg00677985"	0.170841423730953	0.735937841144999	3.07643973946469	0.00309862898594365	0.105685560484774	-2.59258402770158	34033995	"+"	"6"	620258
"cg00686823"	-0.155906234188715	0.65899421899766	-2.4222606875968	0.0183139537389169	0.190500338397498	-4.20790978186283	127311038	"+"	"3"	474720
"cg00692780"	-0.204341505264253	0.585573141251213	-2.40098455726657	0.0193162763472757	0.194059132561623	-4.25523165750665	222434778	"+"	"2"	397918
"cg00701951"	0.303929385326396	0.566594728004663	3.63192954578771	0.000566434462811938	0.0598320247853721	-1.00237549377387	124228478	"-"	"10"	99520
"cg00706441"	-0.155987012603852	0.431254016902509	-2.35922501453342	0.0214273276180262	0.201437930457698	-4.34710136513835	12958340	"-"	"19"	322327
"cg00711088"	-0.177958737461202	0.26615840306432	-3.32088947272742	0.0014963216781467	0.0823208236243429	-1.91541489488987	1401409	"-"	"4"	496744
"cg00718902"	-0.173269885088277	0.466234251738585	-3.21376778151287	0.00206682051173233	0.0917306080159325	-2.21672864389611	220389965	"-"	"2"	397306
"cg00720829"	-0.160170083768075	0.535874718290148	-3.1640738341895	0.00239587739724866	0.0968101885697721	-2.35411021552768	30131219	"-"	"6"	619457
"cg00721915"	-0.229809005688697	0.395924942431403	-3.97584157089236	0.000183405308941031	0.0402205071351302	0.067905714018476	45429647	"+"	"3"	450655
"cg00732251"	0.160011593995328	0.334945088895342	2.62330046356941	0.0109104979886206	0.159606500007857	-3.74394146380182	99276866	"+"	"6"	639566
"cg00734567"	-0.160823856128142	0.378027185608963	-2.58083308982515	0.0121981542260058	0.165551240689101	-3.84444826654345	86172782	"-"	"1"	22607
"cg00739593"	-0.171450915365118	0.210383624481888	-3.48117591713208	0.000912546930142897	0.0696704061118239	-1.45178898268729	116164714	"-"	"10"	97174
"cg00748373"	-0.160976064148806	0.215325255451806	-2.96172023757549	0.00431074926620432	0.117664180268107	-2.89726161575676	68676741	"+"	"16"	273376
"cg00753089"	-0.158549511620167	0.330917540724961	-2.66168696260214	0.00985433517616067	0.154066404794157	-3.65196319084225	117050233	"+"	"11"	136587
"cg00764670"	0.154751286324198	0.761853921881927	3.45972287093286	0.000975732370861591	0.0709971583968898	-1.51470613741398	22981544	"-"	"1"	4888
"cg00785193"	-0.160159421242594	0.327411945633241	-2.6428945087224	0.0103591540163939	0.156740526118526	-3.6971253095577	36582293	"-"	"2"	342389
"cg00786012"	0.168991718143286	0.389869347990915	2.55545543763699	0.0130319662627921	0.169279171884255	-3.90387703006074	139174565	"-"	"5"	598349
"cg00789528"	-0.166571422410119	0.407454333542665	-2.57822603917233	0.0122815247290111	0.165861561912856	-3.85057526714388	42543034	"+"	"20"	414216
"cg00791588"	0.155726393917398	0.620656760189062	3.28922885101215	0.0016472586973711	0.0849471159952047	-2.00519646578068	48284356	"-"	"11"	116673
"cg00796354"	-0.153983959774308	0.772280039818727	-2.43367137940771	0.0177958241692833	0.188539242622536	-4.18238795247167	47155453	"-"	"3"	451079
"cg00808164"	-0.154032433745214	0.591348133276104	-2.45493776829909	0.0168651503335346	0.185052837189148	-4.13455799728578	200850491	"-"	"2"	391299
"cg00810208"	-0.233588469295075	0.287059463516701	-2.89287465030187	0.00523616544641682	0.125500684556621	-3.07591493311568	997012	"-"	"4"	496682
"cg00819318"	-0.177040143017212	0.425714005856666	-2.83518364808411	0.00614970428637464	0.13223064378615	-3.22314769856621	180196129	"+"	"1"	44065
"cg00819417"	-0.18176931775185	0.615661007047935	-2.48824804323176	0.015495106925112	0.179654475133137	-4.05895239084666	29698916	"-"	"17"	285043
"cg00830767"	-0.238765158765568	0.343030138962958	-4.36892994455391	4.75498947523862e-05	0.0255398036799468	1.36014313176449	19098198	"-"	"16"	263122
"cg00831276"	0.195378586252598	0.656792642392379	4.27703054025655	6.55452937233141e-05	0.0282514119494637	1.05197965725647	94251965	"-"	"14"	232784
"cg00832994"	-0.154532091743364	0.392741051882343	-2.06473062939673	0.0430719274449355	0.259047957641437	-4.95594712729798	47134286	"+"	"1"	10537
"cg00840433"	-0.160665494486178	0.724603086375329	-2.44822427332576	0.0171541147531922	0.186072581232778	-4.14969431374316	180182658	"-"	"1"	44064
"cg00859178"	-0.180111553893322	0.76939311791697	-4.21519441186798	8.120049480182e-05	0.0304142919396274	0.846639062162385	162467208	"+"	"1"	38522
"cg00869668"	-0.168639050123174	0.351785528375559	-2.38548124888495	0.0200772646556402	0.19678403340851	-4.28949521270871	1549012	"-"	"17"	278988
"cg00873878"	-0.179590156537439	0.481441861022537	-2.70476678635401	0.00878070350837179	0.148027191204684	-3.547474898775	29998825	"-"	"14"	213401
"cg00874073"	-0.181115862828222	0.628668457452556	-3.75853656440302	0.000376326665896662	0.0523380632044953	-0.615414756631051	73073329	"+"	"17"	296159
"cg00884731"	-0.154340096227666	0.189620986954493	-2.64974022095365	0.0101725916619661	0.155781973506798	-3.68070320908181	85678133	"+"	"9"	770586
"cg00895324"	0.212753159073596	0.476299516277217	4.09721484134882	0.000121684667772474	0.0349585756824421	0.459520977545844	41238517	"-"	"21"	427751
"cg00898111"	-0.156304641846938	0.59716635562364	-2.83786046854963	0.00610425576868523	0.131879342244821	-3.21636668375671	72359190	"-"	"17"	296011
"cg00916536"	0.164373267005078	0.220678533491071	3.56706590782266	0.000696387392309705	0.0638057546508345	-1.1972862639057	87017419	"-"	"2"	357642
"cg00921309"	-0.204732670637096	0.364730356808306	-3.08933777106041	0.00298432188736281	0.104391319722071	-2.55779304687141	48091487	"+"	"8"	720402
"cg00923076"	-0.157051333377166	0.197794358963631	-2.92872338619962	0.00473351838957272	0.121478439629914	-2.98328555642632	101917863	"+"	"11"	131923
"cg00931874"	-0.163708077680826	0.783882655470822	-3.51283153051945	0.00082635996749082	0.0674036491165499	-1.35847189528443	113274535	"-"	"13"	209811
"cg00959963"	0.217130176471244	0.377596612419421	3.25065334854177	0.00185055323124061	0.088620646983128	-2.11376666341065	119000272	"+"	"10"	98055
"cg00961397"	-0.161397473527964	0.409375261614711	-3.16389464212781	0.0023971482278083	0.0968203364621348	-2.35460280741665	62608505	"-"	"3"	455193
"cg00962781"	-0.184758171960786	0.295767953283011	-2.56686273581716	0.0126509786764158	0.167614036849114	-3.87722247196027	159131393	"+"	"4"	545307
"cg00969405"	-0.155631531442005	0.643777851200014	-2.08037376997314	0.0415656334380024	0.255734844800793	-4.92536442997961	27184441	"-"	"7"	669614
"cg00978499"	-0.198220313167104	0.652037573682439	-3.2753605028116	0.001717794344527	0.0863341667848045	-2.04433295014881	27480959	"-"	"11"	110358
"cg00987031"	-0.200494411953178	0.266488356601417	-2.66161378057653	0.00985625675359679	0.154077943449834	-3.65213955672443	140893101	"+"	"5"	598784
"cg00987115"	-0.20751958608663	0.565937437984203	-2.83144092643025	0.00621377343778212	0.132563838913635	-3.23262061053365	96418024	"+"	"5"	585067
"cg00997647"	-0.20219975532382	0.552678589869807	-3.62254011385601	0.000583699023974883	0.0604071580857941	-1.03073226464024	17950965	"+"	"20"	408664
"cg01002284"	-0.189749271122477	0.255923576491809	-3.37720593278466	0.00125956518177545	0.0776457064774318	-1.75423511231052	101785194	"+"	"11"	131888
"cg01003399"	-0.161368578978986	0.377584782272183	-2.32458594806798	0.0233319990764631	0.207575373262042	-4.42228252636937	40390240	"+"	"15"	241426
"cg01011898"	-0.150676378714671	0.337256672575967	-2.78150196992345	0.00712958616752895	0.138802483946183	-3.35808866425986	9283292	"-"	"2"	334601
"cg01018473"	-0.160388921754285	0.133584350967162	-3.5734282132076	0.000682482415517207	0.0633714764911177	-1.1782701321457	20085767	"-"	"16"	263373
"cg01019973"	-0.200944939740748	0.372745377824271	-2.60588821871144	0.0114227152385024	0.162087506472482	-3.78531023196369	19276993	"+"	"1"	4058
"cg01025617"	-0.16784048746929	0.771983886671319	-3.51617086362466	0.000817733003388143	0.0672163366156838	-1.34859490558666	1164880	"+"	"4"	496710
"cg01026796"	-0.190547750080512	0.807731917395792	-4.78290827178153	1.08007350669452e-05	0.0148862805592741	2.78927932570165	54602543	"-"	"5"	571767
"cg01031312"	-0.15277558055342	0.694860895243209	-2.10394396788968	0.0393823288202854	0.250721703715466	-4.87890512870069	195849513	"-"	"3"	495914
"cg01047555"	-0.27028332196236	0.474013284983206	-4.31651865763352	5.71232403531096e-05	0.0268079626491198	1.18396186244795	127835990	"+"	"6"	648707
"cg01049674"	-0.180562745114872	0.244999377994438	-2.84241864813542	0.0060275766480116	0.131340766950547	-3.20480838942815	41073425	"+"	"19"	328584
"cg01057532"	0.280904202664491	0.462745633058198	4.03381864190697	0.000150880188333225	0.0377830023731565	0.254111168325261	25522378	"+"	"15"	237057
"cg01079860"	-0.258736159260068	0.621551789121303	-3.64982125337856	0.000534875253526116	0.0588269665602048	-0.948209243387214	219828633	"-"	"2"	397195
"cg01085105"	-0.200670332543902	0.588874843472955	-2.96059435585199	0.0043245774039416	0.117758280384849	-2.90020881445994	27399601	"-"	"17"	284490
"cg01086446"	-0.150932349673208	0.197563569277557	-2.92301363190316	0.00481046279485638	0.122068866488453	-2.99809700762853	161273853	"+"	"5"	605004
"cg01088900"	-0.163594075135114	0.314342164746712	-2.66200686075884	0.00984593946002649	0.154006785278766	-3.65119220320604	134532543	"+"	"8"	747630
"cg01089319"	-0.177504516891623	0.25887104930851	-5.60766248259453	4.87757063300812e-07	0.00468764198734578	5.79981282945719	171676809	"+"	"2"	382026
"cg01094301"	-0.170463830603873	0.504805641315877	-4.71875446916664	1.36392529259268e-05	0.0163416858126696	2.56369521090182	47745212	"+"	"19"	329929
"cg01105525"	0.171233659523979	0.610383906582962	2.36510512319461	0.0211181349248796	0.200372233827636	-4.33424667523771	88629777	"+"	"2"	358046
"cg01106366"	-0.152863486875687	0.511197224347987	-2.26810131634316	0.0267617962447096	0.218181056048672	-4.54286703798364	150498670	"-"	"7"	705141
"cg01108243"	-0.183513001952217	0.460951410631571	-2.85037326121418	0.00589588629860672	0.130397620888003	-3.18460344513907	57594267	"+"	"20"	418033
"cg01108653"	-0.158051395171472	0.394225403449808	-2.31829940173345	0.0236933751222949	0.208657597166855	-4.43582680870077	101668270	"+"	"15"	258595
"cg01109337"	-0.266974940705036	0.39633612752598	-4.4154709187894	4.03687774785551e-05	0.0240449489205077	1.51753445168286	56744332	"-"	"17"	291855
"cg01114767"	-0.170992386844087	0.544983756487183	-2.30162407239891	0.024676135609093	0.211715355142932	-4.47160393688964	158503308	"-"	"7"	707161
"cg01116484"	0.159786126539406	0.693151876349989	2.81621444426692	0.00648081926168192	0.134371051765816	-3.27105943775706	116943299	"-"	"11"	136555
"cg01116977"	-0.163234908472408	0.745379520712719	-2.62445515536843	0.0108772806971281	0.159420301637797	-3.74119028614647	38183987	"-"	"13"	186457
"cg01138164"	0.209681570785337	0.239694744068448	3.9630242634266	0.000191457152881666	0.0408677972368497	0.0269561279811246	96648447	"+"	"7"	689374
