"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"MAPINFO"	"Strand"	"CHR"	"fragment_ID"
"cg00125585"	-0.192220998917462	0.450797295219275	-2.59924055376354	0.0118950331475173	0.693828958263134	-3.47578084760527	51635803	"-"	"19"	330499
"cg00159523"	-0.155110979896517	0.452775878104587	-2.04298880951956	0.045723095194937	0.794781454696618	-4.6534121352033	114713187	"+"	"10"	96744
"cg00250196"	0.1699003485447	0.368774921343183	3.27468804213888	0.00180838568604986	0.538122372766145	-1.75841320592998	16836324	"+"	"2"	336737
"cg00255919"	0.161712237712193	0.50268326909762	3.23396059990627	0.00204003568155589	0.546343243607647	-1.86989950743776	131827918	"+"	"5"	596363
"cg00301396"	-0.155076577181797	0.352889930036785	-3.03168519142853	0.00366542533237474	0.594565686197499	-2.40921355954241	30572929	"-"	"16"	265932
"cg00358895"	0.164214114537385	0.522465078209163	2.71042639000458	0.00887978590519781	0.6747072180936	-3.2134142238851	36258205	"-"	"4"	506995
"cg00573079"	0.162028930073796	0.502433434892967	2.41376770894136	0.0190496770319465	0.735144606538095	-3.89408061871293	114292138	"+"	"10"	96643
"cg00612332"	0.183690750081371	0.374855513452275	2.76902315629393	0.00758950964827849	0.662329311473781	-3.07175496275592	272258	"-"	"9"	750578
"cg00796466"	0.200483232332742	0.483693791545305	2.65885671699072	0.0101786041920678	0.68477069387435	-3.33616164765881	43386412	"+"	"2"	344484
"cg00878274"	0.169286333991984	0.436773484306941	2.68314762370548	0.0095465855571342	0.680259844299966	-3.27857002651943	130405077	"+"	"5"	595987
"cg00945507"	-0.191440005603658	0.36723148857312	-3.09481792054227	0.00305982544003478	0.580056870941936	-2.24351031300251	54827677	"+"	"7"	677747
"cg01022219"	-0.163393332783044	0.593232680082453	-2.67580417898325	0.00973375822322683	0.681115952911977	-3.29602331707524	13641735	"-"	"18"	301711
"cg01055562"	-0.150684019092707	0.485785187988436	-3.07438742439659	0.00324472429209892	0.583533530491684	-2.29739896727127	230777685	"-"	"1"	59012
"cg01074657"	-0.152528977191971	0.366244453231939	-2.27695717165181	0.0265907241157048	0.760189064102755	-4.18651118190898	78511466	"-"	"1"	20027
"cg01140247"	0.182411375319287	0.559801657579741	2.83660379362394	0.00631681050485756	0.646172227548414	-2.90553881507736	77784369	"-"	"10"	85850
"cg01206378"	-0.171045765021623	0.710514586106794	-2.8547219246799	0.00601081649737398	0.641527146343825	-2.86046734329496	95698827	"+"	"1"	25643
"cg01237444"	0.183606415673001	0.24969305548839	2.78146430066753	0.00733878748337512	0.658375538568217	-3.04138242060223	71129750	"+"	"8"	727622
"cg01444325"	0.152571131602697	0.388646199461582	2.64483187142544	0.0105607020376435	0.687183972378417	-3.36922875333338	217731345	"-"	"2"	396623
"cg01886199"	0.152970255787733	0.481796674844144	3.07168099441967	0.00326998732752611	0.58383255710948	-2.30451865565506	73976090	"-"	"13"	197842
"cg01927645"	0.227828640958511	0.196756285590095	4.64276978667796	2.0892421411506e-05	0.219672910748205	2.45094513177268	75423359	"-"	"15"	251400
"cg01975156"	0.15067190796183	0.465957688089458	2.94183226397472	0.00472207812851709	0.619281084627805	-2.64081154440845	15783402	"-"	"4"	500409
"cg02005600"	-0.184167192541052	0.74769483493068	-2.74377730181827	0.00812267290033736	0.668346239210242	-3.13307027137231	27183686	"-"	"7"	669614
"cg02013714"	0.185514182363984	0.425067510171471	2.7977132191605	0.00702281377748061	0.656971072270918	-3.00155929069497	272268	"-"	"9"	750578
"cg02058483"	-0.207105037286888	0.68811442952212	-3.39867351832772	0.00124663069083647	0.507846701029441	-1.41328564635043	35442918	"-"	"11"	112914
"cg02174534"	0.156302063921249	0.470630360602053	3.33501793704244	0.00151039107320508	0.528315190143448	-1.5915434721155	145943830	"-"	"5"	600312
"cg02295477"	-0.163219681091795	0.333341116269865	-3.68920241917358	0.000506851928882683	0.442503691398866	-0.572546966021201	30944844	"-"	"20"	411318
"cg02367921"	0.161816711551258	0.458190099982891	3.03604552779244	0.00362024079891502	0.593854951252271	-2.39784727104689	40504529	"-"	"1"	8901
"cg02371824"	-0.179450491746443	0.70231300822979	-3.11027137442384	0.00292657208938164	0.574265178906156	-2.20258230315488	109761110	"-"	"6"	642918
"cg02380585"	-0.168321138752957	0.390029916309173	-2.23607443630195	0.029308651452825	0.767312156374294	-4.27115948026395	33776683	"+"	"17"	286120
"cg02638724"	0.163248358169207	0.499815674760749	2.58715950554433	0.012273458207881	0.696307605283036	-3.5037728281959	52154700	"-"	"10"	78266
"cg02769540"	0.154504831116086	0.624534444625951	2.68726974525177	0.00944296866777892	0.680031914060631	-3.26875676624972	217736870	"-"	"2"	396624
"cg02813207"	-0.18503191774259	0.433936717600269	-3.30861947733715	0.00163457243761253	0.529647462668804	-1.66481152834545	151882521	"-"	"1"	35802
"cg02841912"	0.152831030886944	0.496986817296873	2.37010841255868	0.0212165346219086	0.745593717443982	-3.98891774893322	152955983	"-"	"6"	656517
"cg02916332"	-0.166083779681763	0.693096184239269	-2.51317069897777	0.0148396351849528	0.714740787827661	-3.67296006772773	27183591	"+"	"7"	669614
"cg03035759"	-0.159092112045838	0.563011689073824	-2.02722986488225	0.0473609138636784	0.79676232399	-4.68330842062727	19280037	"-"	"22"	429971
"cg03111560"	0.152515616252079	0.485726446077815	2.28060800534926	0.0263592388627845	0.760189064102755	-4.17889013712385	19590642	"-"	"20"	409121
"cg03116124"	0.155739893996158	0.420796276552049	2.38665826338188	0.0203704599454357	0.741442807294139	-3.95313372834676	231293208	"+"	"1"	59188
"cg03123541"	-0.161986927310951	0.58273034331117	-2.66020159520901	0.0101426357546401	0.684063595552255	-3.33298364327778	95699097	"+"	"1"	25643
"cg03188000"	0.15951277231026	0.272601769226605	2.67598242520333	0.00972917552992319	0.681115952911977	-3.29560011294891	68634913	"-"	"12"	161930
"cg03255891"	0.159715942278988	0.547158934378295	2.69592956157589	0.00922863494456114	0.67852964809414	-3.24810318167585	71957702	"+"	"5"	577298
"cg03304706"	0.158228317563071	0.604763153509947	2.91426132008147	0.00509920363947353	0.627095828235556	-2.71085916185773	58808165	"-"	"15"	246809
"cg03441844"	0.173678276702431	0.348103190919997	2.318848523729	0.0240399257276179	0.75281859798387	-4.09845754154238	161368947	"+"	"1"	38232
"cg03483626"	-0.150148905590179	0.551545494111792	-2.49300388149768	0.0156186871177184	0.719538717766185	-3.71839861006881	111218276	"-"	"1"	30509
"cg03509643"	0.167818499309316	0.623763644316128	3.16151356140361	0.00252260374117641	0.564373206293363	-2.06584889861105	53449809	"-"	"6"	625771
"cg03551401"	0.176573832704126	0.390234038470951	3.24154001386509	0.00199491075496244	0.54305642482709	-1.84922362630222	132051228	"+"	"8"	746872
"cg03733145"	0.162012518927545	0.305117438728954	2.70820550784398	0.0089324325423596	0.675091222475298	-3.21873774803589	136887407	"-"	"2"	370656
"cg03839074"	-0.176264921597531	0.370453121411419	-2.58457216173943	0.0123559140742543	0.697265279843555	-3.50975444598049	43000303	"+"	"5"	568504
"cg03948182"	0.155297477454806	0.632325921588654	2.90433951050557	0.00524162324413585	0.629991840006177	-2.73594840479636	62348168	"-"	"17"	293265
"cg03999208"	0.180656101897071	0.525885605649976	2.8887915569923	0.00547223842757945	0.634409496040594	-2.77513770509736	14189493	"+"	"19"	322483
"cg04079758"	0.163922470469343	0.545787939055	2.52664519199198	0.0143388801939774	0.712155361848292	-3.64243795244733	51509867	"-"	"19"	330481
"cg04245616"	0.170232546288336	0.573942211705421	3.47281197788909	0.000994483699356547	0.488851804958666	-1.20290426307999	59543693	"+"	"15"	247029
"cg04274297"	-0.159849765475782	0.582589602714021	-2.51255815750533	0.0148627706518274	0.715154784505576	-3.67434449903199	110073856	"+"	"5"	589362
"cg04278296"	0.151582631889753	0.532689992536197	2.81757294127468	0.00665366815945146	0.650920927186337	-2.95264994201022	36696838	"+"	"7"	672497
"cg04344600"	0.15375225834986	0.443626810952237	2.75246375932928	0.00793545829725127	0.665757097396451	-3.11202134383454	21135411	"+"	"10"	70398
"cg04354393"	-0.175107323413392	0.415178133135164	-3.21991522406004	0.00212620854220692	0.548226432211176	-1.90812651406953	33775963	"-"	"17"	286120
"cg04371671"	0.173450379422554	0.400930550544264	3.34268724475942	0.00147602055134359	0.524560211431627	-1.57018489295916	99830888	"-"	"13"	205865
"cg04469998"	0.153965823291877	0.477424960006631	2.98615638990712	0.00416970644173235	0.606403707928504	-2.52719433976416	124745818	"+"	"5"	594147
"cg04520036"	-0.163400010800895	0.682625605480141	-2.89490625871322	0.00538044256644776	0.633003499659388	-2.75974382973146	54144485	"-"	"12"	157480
"cg04536999"	0.188623391432946	0.358741004090735	3.73000097161387	0.000445334640137882	0.430417210054053	-0.451088461858003	192490046	"+"	"2"	388669
"cg04655481"	-0.166318923603789	0.304344295867112	-2.61107196742376	0.0115347516178747	0.692152565101218	-3.44826837606219	125796809	"+"	"9"	782070
"cg04784315"	-0.153688608539424	0.504505173723854	-2.18660308370652	0.0329234527451475	0.77622384993206	-4.37187496259031	125797284	"-"	"9"	782070
"cg04822495"	0.150749828689914	0.47854572223337	2.53321048706782	0.01410048000143	0.710309966710002	-3.62751946318215	94676688	"-"	"12"	170501
"cg04834758"	0.186586178899977	0.535369422025444	3.14806106652397	0.0026232659096174	0.567180799842227	-2.1018960434354	82245726	"-"	"10"	87123
"cg04851662"	0.156073892585023	0.51944996803684	2.42219982705332	0.0186548227617984	0.734046213125879	-3.8756025383119	71053154	"-"	"16"	273884
"cg04863005"	-0.151571639352155	0.664702631067894	-2.33870236985293	0.0229089148980934	0.749596374295865	-4.05626394951694	59043208	"+"	"1"	13957
"cg04863892"	-0.183345543148707	0.678321762542446	-2.35812674714756	0.0218485404813295	0.74780906836974	-4.01469759597712	27183375	"-"	"7"	669614
"cg04967578"	-0.152047183358003	0.572156047009559	-2.14895912123593	0.0359310171958693	0.781175146763233	-4.44724049126693	13641894	"-"	"18"	301711
"cg04969406"	-0.171821777239613	0.405064036592466	-2.79168716765124	0.00713850296396557	0.656971072270918	-3.0163484359689	37977425	"-"	"22"	434198
"cg04974775"	-0.207159551302688	0.794294699319337	-3.71409257038913	0.000468419547011161	0.433996959682597	-0.498543676450386	114516854	"-"	"5"	590848
"cg04979778"	0.163437833322527	0.209248042452491	3.44286396478702	0.00108987575094704	0.496296562442791	-1.28824111487116	89387453	"-"	"12"	168770
"cg05076221"	-0.168898074762308	0.643037689883733	-2.69856009955111	0.00916441616153368	0.677676774255068	-3.24181926156454	27182637	"+"	"7"	669614
"cg05095428"	0.160485871042392	0.567896089405885	2.71291927239004	0.00882103045785458	0.674673567181173	-3.20743472528036	69239676	"+"	"2"	352500
"cg05333014"	0.160428845626358	0.654932572356234	3.46924853145851	0.00100540373966702	0.488851804958666	-1.21308322935615	21225140	"+"	"2"	338083
"cg05603736"	0.152675415871911	0.570720639970521	2.36807773716743	0.0213224841152836	0.746062657415145	-3.99329447683073	40860592	"-"	"1"	9015
"cg05662444"	-0.153929506478769	0.4938725430247	-2.23963164914964	0.0290627764017973	0.767074871092777	-4.26384496847649	154026397	"-"	"5"	602780
"cg05778738"	0.152442791360195	0.486975653449021	2.57573799739978	0.0126412593810674	0.699061196436446	-3.53014250542565	107308392	"+"	"3"	468543
"cg05795603"	0.15658463370975	0.492307333806885	2.8351627686344	0.00634175545896366	0.646241801898877	-2.90911438514873	19702165	"+"	"19"	323289
"cg05798929"	0.153458714730132	0.347417049612713	2.81526047362845	0.00669571117802175	0.651668453343025	-2.95835830513296	99853884	"-"	"4"	526104
"cg05927789"	0.162267501595784	0.559015623330967	2.6809442652019	0.0096023967623374	0.68066317665887	-3.28381065709868	47171414	"-"	"2"	345578
"cg06056332"	0.150960397187185	0.422430497670214	2.31733596290222	0.0241280959547903	0.753173532525686	-4.10165991792934	160765923	"-"	"1"	38106
"cg06098215"	0.158839054103091	0.500411734307607	2.92435631924186	0.00495798978607261	0.625165711968296	-2.68526753206059	51575702	"-"	"10"	78053
"cg06226889"	0.184423221513323	0.439025402544861	3.5392441677199	0.000810420459081908	0.479575230541163	-1.01192278750384	61663426	"-"	"14"	223276
"cg06322979"	0.184535664405276	0.542660888874127	3.10295558108757	0.0029889630257297	0.576160458480537	-2.22197584525763	81751391	"-"	"16"	276878
"cg06369352"	-0.188751145670702	0.587180106707403	-2.82697548178526	0.00648521763031706	0.648576541891846	-2.92940347415926	112727204	"+"	"7"	693854
"cg06470943"	0.158152727260116	0.33600481104256	2.57107292901554	0.0127943461826295	0.699938871916397	-3.54088670708496	40839093	"+"	"1"	9002
"cg06606539"	0.151125928158351	0.658484695021808	3.18299991339291	0.00236931587075519	0.560153076038789	-2.00805337990033	11369730	"+"	"4"	499014
"cg06664992"	-0.172427599229419	0.311127070379727	-2.77878235070602	0.00739218203479133	0.659901645632961	-3.04793856029549	125796764	"-"	"9"	782070
"cg06862573"	-0.157358494398246	0.772502126246015	-3.5294091453072	0.00083545961405102	0.47974404497007	-1.04034158786211	180077670	"+"	"5"	610261
"cg06955601"	0.162913517497619	0.573961928420835	3.33425781736997	0.00151383851901113	0.528315190143448	-1.59365858482355	23621963	"-"	"20"	410274
