TF	nes_1	pval_1	nes_3	pval_3	combine_nes	fisher_pval
GRHL1	-2.68454558078867	0.00726284792157606	-2.78635583672658	0.00533043222404917	-2.73545070875763	0.000432022703822451
KLF11	-2.93774268288209	0.00330611302206397	-2.28584679209779	0.0222632231422822	-2.61179473748994	0.00077408633629297
GATA1	-2.21771827831523	0.0265740471768948	-2.8261732807865	0.00471077730796159	-2.52194577955086	0.00125005687126141
SOX6	-1.94033104774204	0.0523394704541822	-2.8126070897709	0.00491416570706669	-2.37646906875647	0.00238316679862517
YY1	2.91065409863625	0.00360673063047546	1.49601959288962	0.134648549500757	2.20333684576294	0.00419110205290573
ZNF626	3.06065491606645	0.0022085347568209	1.21350392972235	0.224937212846103	2.1370794228944	0.00427597850560331
NFIA	-1.77078360487177	0.0765966933312552	-2.70912002061276	0.00674619307013459	-2.23995181274227	0.00442738353211854
ZSCAN29	2.46150446229414	0.0138355676647031	2.03659996634696	0.0416901461735763	2.24905221432055	0.00487863403621668
HOXB5	-2.15853534280891	0.0308862336219631	-2.30320271305452	0.0212674402569297	-2.23086902793171	0.00547043767445683
YBX2	1.53390903221724	0.12505203363512	2.73339047870647	0.00626859670388358	2.13364975546186	0.00638975396579086
KLF1	1.93278746816162	0.0532623847556312	2.41609673021207	0.0156878931248326	2.17444209918685	0.00675761843539602
MXD3	-1.43013380583834	0.152678619254083	-2.77257511132873	0.00556146830373196	-2.10135445858354	0.00685349169926727
FOXO3	-1.56404550839098	0.11780688148626	-2.68554066037849	0.00724125634322371	-2.12479308438473	0.00688143206501832
ZNF423	2.1093630814804	0.0349132536239211	2.22940183366974	0.0257871803434504	2.16938245757507	0.0072140088564958
HEY2	-1.28707884261442	0.198066809002471	-2.80339422816165	0.00505678159716939	-2.04523653538803	0.00791867239239219
GTF2IRD1	2.89967132068853	0.00373554141465724	1.03920373843244	0.298709992194613	1.96943752956048	0.00870150934675557
FOXR1	0.394457142116856	0.693243563072772	3.13765598510239	0.00170304629967056	1.76605656360963	0.00914006389231142
PBX1	-1.05316390311911	0.292265879099872	-2.84711612333092	0.00441172662806414	-1.95014001322501	0.00986850495327287
USP16	0	1	3.18434302653371	0.00145082974866529	1.59217151326686	0.0109329011566922
ZNF808	2.53096616104923	0.0113748821933761	1.4743405928574	0.140389910876031	2.00265337695332	0.0118805630094674
RCAN3	0	1	-3.14209004812103	0.00167746437007782	-1.57104502406051	0.0123972533393571
KLF6	-2.69352662013706	0.00707004994095596	-1.17534507145693	0.239856689404819	-1.934435845797	0.0125143189921601
NDST1	0	1	-3.12031767069847	0.00180656098642947	-1.56015883534923	0.0132173967907844
PITX1	-2.37814413643251	0.0174000229742878	-1.62158022731042	0.104893259145787	-1.99986218187146	0.0133346850477901
HOXA10	2.16182114353222	0.0306319650881854	1.84869501025162	0.0645018646087768	2.00525807689192	0.0142787931437663
KDM2B	1.11371431115635	0.265401767773797	2.66139668333263	0.00778172184725079	1.88755549724449	0.0148338687561249
ZC3H18	0	1	3.07390411360622	0.00211277326872863	1.53695205680311	0.0151269365430996
ETV3	-1.74052522111434	0.0817668353903077	-2.22145687718645	0.0263200323565047	-1.9809910491504	0.0153688510995309
TFCP2L1	2.04938459060986	0.0404245228381693	1.90929494346986	0.0562240542493864	1.97933976703986	0.0161069349123337
ZNF501	2.1131931010434	0.0345842435529066	1.83343870782087	0.0667373556807569	1.97331590443213	0.0163211011592172
EIF2AK2	0	1	-3.04722781683723	0.00230962590167365	-1.52361390841862	0.0163306019156911
APOE	0	1	-3.04586887652207	0.00232008990764358	-1.52293443826104	0.0163941017714
TAS1R1	0	1	3.03734990245752	0.00238668234092973	1.51867495122876	0.0167971147457874
ARHGAP42	0	1	3.03352053703901	0.00241718258118377	1.5167602685195	0.0169810765908365
PIK3CG	0	1	3.01527094834694	0.00256749782515604	1.50763547417347	0.0178821690944354
ZNF215	-2.88070222158526	0.00396790322229901	0.44917814017571	0.653303155358311	-1.21576204070478	0.0180296549705613
PRKCB	0	1	3.01212702179575	0.00259424018933726	1.50606351089787	0.0180415437861756
ZNF233	-2.75114722437275	0.00593869463971442	-0.77015217441954	0.441209629704642	-1.76064969939614	0.0181960460903654
ZNF324	1.79147493619086	0.0732171131469352	2.08734891552445	0.0368566061095986	1.93941192585765	0.0186604901788876
HTR2A	0	1	-2.99527733318518	0.00274195413654618	-1.49763866659259	0.0189169730754803
MEOX2	0	1	-2.98832971533256	0.00280506763063921	-1.49416485766628	0.0192885640513301
MAP2K4	0	1	-2.98803990943629	0.00280772888031212	-1.49401995471814	0.0193042011643085
RUNX2	-0.502857541172369	0.615064434571842	-2.83483607700757	0.00458492047156936	-1.66884680908997	0.0193763982001553
