tf	target	mor	likelihood	state
AR	ABCE1	0.724083769428041	1	activation
AR	ACAD10	0.871633284395679	1	activation
AR	AHSG	0.915249368783293	1	activation
AR	AKR1B1	0.829575566272314	1	activation
AR	AKR1C3	-0.00215922133999151	1	inhibition
AR	AKT1	-0.146005458929461	1	inhibition
AR	ANAPC10	0.763525477760656	1	activation
AR	AP2M1	-0.000840927492604797	1	inhibition
AR	APPBP2	0.778212178259566	1	activation
AR	ATF6	0.881830273263141	1	activation
AR	ATM	0.978970976608588	1	activation
AR	ATP2B4	0.583336039023299	1	activation
AR	BANF1	0.853110849594058	1	activation
AR	BTD	0.824246970996313	1	activation
AR	C1orf21	0.656535939347964	1	activation
AR	CCNG2	0.540274238460446	1	activation
AR	CD4	0.675068776206252	1	activation
AR	CDC6	-0.000912050116248832	1	inhibition
AR	CDH2	0.805862891726986	1	activation
AR	CDKL5	0.456788591734405	1	activation
AR	CDKN1A	0.400099725147157	1	activation
AR	CITED2	0.363829337203772	1	activation
AR	COASY	0.739091786163102	1	activation
AR	CPT2	0.944054601088864	1	activation
AR	CRISP1	0.996014645092646	1	activation
AR	CYCS	0.500804731893429	1	activation
AR	DBI	0.677356716744039	1	activation
AR	DDC	0.995736892906143	1	activation
AR	DDT	0.762548235132448	1	activation
AR	DHX15	0.630055841556924	1	activation
AR	EGFR	0.926931904343275	1	activation
AR	EIF3I	0.975727725116234	1	activation
AR	ELF3	0.385791282266086	1	activation
AR	ERBB3	0.958422602238634	1	activation
AR	ESRRA	0.351976608625669	1	activation
AR	EYA2	0.983959751137256	1	activation
AR	FAM13A	-0.000826390884083731	1	inhibition
AR	FAM174B	0.508270229834192	1	activation
AR	FKBP5	0.867725232569992	1	activation
AR	FOXA1	0.689444082602291	1	activation
AR	FXYD3	0.888532631053041	1	activation
AR	GLRX	-0.584805476080428	1	inhibition
AR	GNL1	0.990882107529291	1	activation
AR	GRB10	0.894936163944713	1	activation
AR	GTF2F1	0.826391957382412	1	activation
AR	HES1	0.439365115458098	1	activation
AR	HK2	-0.00810614654407742	1	inhibition
AR	HLA-E	0.840146376719303	1	activation
AR	HNRNPA1	0.934040411178302	1	activation
AR	HSD17B11	0.879596867245423	1	activation
AR	IFI35	0.690192928141868	1	activation
AR	IGF1R	0.62283650379914	1	activation
AR	IGFBP3	0.90034341544853	1	activation
AR	IL1R1	-0.576722756690795	1	inhibition
AR	JUN	0.757296756388087	1	activation
AR	KCNH2	-0.102957215478983	1	inhibition
AR	KIAA1217	-0.0111806379845649	1	inhibition
AR	KLF5	-0.0104155836418501	1	inhibition
AR	KLK2	0.9892913861009	1	activation
AR	KLK3	0.96171024909195	1	activation
AR	KLK4	0.991480845563313	1	activation
AR	KRT18	0.458418682314611	1	activation
AR	KRT8	-0.000865698597641385	1	inhibition
AR	LIFR	-0.026086495973674	1	inhibition
AR	MED1	0.832197526348903	1	activation
AR	MMP13	0.994780421737555	1	activation
AR	MRPS27	0.941935343242056	1	activation
AR	MT2A	0.367948246116255	1	activation
AR	MUC1	0.982979234753982	1	activation
AR	MYC	0.792629361275513	1	activation
AR	NCOA2	0.733211173188898	1	activation
AR	NDRG1	0.424538313988485	1	activation
AR	NKX3-1	0.688319326095507	1	activation
AR	NLGN4X	0.888917519600937	1	activation
AR	NME7	0.837866543840636	1	activation
AR	NPAT	0.93892580051625	1	activation
AR	NPEPPS	0.819354730377153	1	activation
AR	NUP214	0.695783638407845	1	activation
AR	ORM1	-0.869648492350481	1	inhibition
AR	ORM2	-0.00129450148922438	1	inhibition
AR	PEX6	0.784728348370475	1	activation
AR	PGC	0.480554557919762	1	activation
AR	PIGR	0.85499957167153	1	activation
AR	PIN1	0.995983466764149	1	activation
AR	PMAIP1	0.970317911336759	1	activation
AR	PMEPA1	0.970696534513902	1	activation
AR	PNPLA4	-0.116312715686728	1	inhibition
AR	PNRC1	0.938332250827423	1	activation
AR	PPP2R5D	0.96372403442778	1	activation
AR	PRAME	0.9892913861009	1	activation
AR	PRKCD	0.346124708592539	1	activation
AR	PRPS1	0.912421833590631	1	activation
AR	PTGS2	0.514498850392548	1	activation
AR	PTPN9	0.413039636820773	1	activation
AR	PTPRM	0.516576207980242	1	activation
AR	QSOX1	0.588678544652543	1	activation
AR	RBMX	0.996999582917303	1	activation
AR	RBPMS	0.507855202590175	1	activation
AR	RELA	0.833238409238518	1	activation
AR	RNASE4	-0.0708177623447747	1	inhibition
AR	SCAP	0.915867552291271	1	activation
AR	SCNN1A	0.679637977985662	1	activation
AR	SDF2	0.370204277762384	1	activation
AR	SERPINB5	0.983400441409181	1	activation
AR	SERPINI1	0.556056606874431	1	activation
AR	SLC25A11	0.865293562450476	1	activation
AR	SMARCA2	0.961868533488682	1	activation
AR	SMS	0.9892913861009	1	activation
AR	SNAI2	-0.00455173763948366	1	inhibition
AR	SORD	0.921849993562446	1	activation
AR	SOX4	0.860101994381566	1	activation
AR	SPDEF	0.922284273569098	1	activation
AR	STK39	0.851682614913314	1	activation
AR	STXBP2	0.499147331416173	1	activation
AR	SUOX	0.955257793032983	1	activation
AR	TESK1	-0.581221222249538	1	inhibition
AR	THRA	0.787179154894187	1	activation
AR	TMPRSS2	0.975727725116234	1	activation
AR	TNFRSF1A	0.706095176742128	1	activation
AR	TRPS1	-0.932619049384282	1	inhibition
AR	UBC	-0.00159632903621209	1	inhibition
AR	UBE2D3	-0.00353601667127754	1	inhibition
AR	UGT2B15	0.997786161696213	1	activation
AR	VAPA	0.87753864195519	1	activation
AR	VEGFA	0.602179541053417	1	activation
AR	XPA	0.9892913861009	1	activation
AR	ZBTB16	0.93700937468134	1	activation
AR	ZCCHC9	0.969090410648231	1	activation
AR	ZFHX4	0.789005773615021	1	activation
AR	ZNF559	0.919648684323487	1	activation
ARNTL	AVP	0.752313604375087	1	activation
ARNTL	BHLHE40	-0.270336447595984	1	inhibition
ARNTL	CRY1	-0.00391768455173023	1	inhibition
ARNTL	CRY2	0.390407618043277	1	activation
ARNTL	DBP	0.734254002645345	1	activation
ARNTL	NR1D1	-0.0464056667204712	1	inhibition
ARNTL	NR1D2	-0.272761118564067	1	inhibition
