tf	target	mor	likelihood	state
AR	ABCE1	0.0460539146305731	1	activation
AR	ACAD10	-0.858521872798511	1	inhibition
AR	ACP3	-3.05184247084731e-69	1	inhibition
AR	AHSG	-3.05184247084731e-69	1	inhibition
AR	AKR1B1	-3.05184247084731e-69	1	inhibition
AR	AKR1C3	-3.05184247084731e-69	1	inhibition
AR	AKT1	-9.28501906845688e-51	1	inhibition
AR	ALPG	-3.05184247084731e-69	1	inhibition
AR	ANAPC10	-9.28501906845688e-51	1	inhibition
AR	AP2M1	-3.05184247084731e-69	1	inhibition
AR	APPBP2	-3.05184247084731e-69	1	inhibition
AR	ATF6	0.285704486629653	1	activation
AR	ATM	-3.05184247084731e-69	1	inhibition
AR	ATP2B4	-3.05184247084731e-69	1	inhibition
AR	BABAM2	-3.05184247084731e-69	1	inhibition
AR	BANF1	0.0809442467686694	1	activation
AR	BTD	0.0460539146305731	1	activation
AR	C1orf21	-2.36175218113741e-48	1	inhibition
AR	CCNG2	-1.72751053513486e-41	1	inhibition
AR	CD4	-3.05184247084731e-69	1	inhibition
AR	CDC6	-3.05184247084731e-69	1	inhibition
AR	CDH2	0.0205898115551953	1	activation
AR	CDKL5	-5.73585454103733e-61	1	inhibition
AR	CDKN1A	-1.6932803825303e-05	1	inhibition
AR	CITED2	-3.31326712883283e-37	1	inhibition
AR	COASY	0.000319695781212973	1	activation
AR	CPT2	0.000528285727755243	1	activation
AR	CRISP1	-2.0056802708549e-16	1	inhibition
AR	CYCS	-3.70387795604204e-33	1	inhibition
AR	DBI	-2.36175218113741e-48	1	inhibition
AR	DDC	0.0108948741681303	1	activation
AR	DDT	0.285704486629653	1	activation
AR	DHX15	-3.05184247084731e-69	1	inhibition
AR	EEF1AKMT3	-2.50628709524469e-58	1	inhibition
AR	EGFR	-3.05184247084731e-69	1	inhibition
AR	EIF3I	0.994479249806107	1	activation
AR	ELF3	-7.85237602334904e-21	1	inhibition
AR	ERBB3	-3.05184247084731e-69	1	inhibition
AR	ESRRA	-3.05184247084731e-69	1	inhibition
AR	EYA2	-5.73585454103733e-61	1	inhibition
AR	FAM13A	-1.72751053513486e-41	1	inhibition
AR	FAM174B	-3.05184247084731e-69	1	inhibition
AR	FKBP5	0.323863281426373	1	activation
AR	FOXA1	0.000528285727755243	1	activation
AR	FXYD3	-9.56524812209356e-56	1	inhibition
AR	GLRX	-1.59266723986664e-27	1	inhibition
AR	GNL1	-9.56524812209356e-56	1	inhibition
AR	GRB10	-0.977742742389916	1	inhibition
AR	GTF2F1	-2.41443884074618e-29	1	inhibition
AR	H2BC21	0.000864517585373184	1	activation
AR	HES1	0.0378544749185904	1	activation
AR	HK2	0.187123850919931	1	activation
AR	HLA-E	-0.0347367712915166	1	inhibition
AR	HNRNPA1	0.831528940394522	1	activation
AR	HSD17B11	0.00283858789278301	1	activation
AR	IFI35	-1.01867485357534e-43	1	inhibition
AR	IGF1R	0.754945652613547	1	activation
AR	IGFBP3	0.0205898115551953	1	activation
AR	IGHG1	0.870207470547625	1	activation
AR	IL1R1	-3.05184247084731e-69	1	inhibition
AR	JUN	-9.28501906845688e-51	1	inhibition
AR	KCNH2	0.285704486629653	1	activation
AR	KIAA1217	0.0809442467686694	1	activation
AR	KLF5	0.000676625623005544	1	activation
AR	KLK2	-3.05184247084731e-69	1	inhibition
AR	KLK3	-4.51838693279712e-15	1	inhibition
AR	KLK4	-3.54241528273789e-09	1	inhibition
AR	KRT18	0.0167016255719552	1	activation
AR	KRT8	-3.05184247084731e-69	1	inhibition
AR	LIFR	-9.28501906845688e-51	1	inhibition
AR	MED1	-3.31326712883283e-37	1	inhibition
AR	MMP13	-1.01867485357534e-43	1	inhibition
AR	MRPS27	-3.05184247084731e-69	1	inhibition
AR	MT2A	-3.05184247084731e-69	1	inhibition
AR	MUC1	-3.70387795604204e-33	1	inhibition
AR	MYC	-3.18866297633133e-53	1	inhibition
AR	NCOA2	0.724075196029334	1	activation
AR	NDRG1	0.00224878709042766	1	activation
AR	NKX3-1	-3.05184247084731e-69	1	inhibition
AR	NLGN4X	0.00703009145103084	1	activation
AR	NME7	0.000247786546323951	1	activation
AR	NPAT	-1.6932803825303e-05	1	inhibition
AR	NPEPPS	-2.36175218113741e-48	1	inhibition
AR	NUP214	0.115151112318412	1	activation
AR	ORM1	0.00224878709042766	1	activation
AR	ORM2	-8.90500839987201e-14	1	inhibition
AR	PEX6	-3.05184247084731e-69	1	inhibition
AR	PGC	0.00224878709042766	1	activation
AR	PIGR	0.0809442467686694	1	activation
AR	PIN1	-3.05184247084731e-69	1	inhibition
AR	PMAIP1	-5.73585454103733e-61	1	inhibition
AR	PMEPA1	-3.05184247084731e-69	1	inhibition
AR	PNPLA4	-0.774275935229297	1	inhibition
AR	PNRC1	-2.41443884074618e-29	1	inhibition
AR	PPP2R5D	0.0809442467686694	1	activation
AR	PRAME	-4.06376143065434e-72	1	inhibition
AR	PRKCD	-3.05184247084731e-69	1	inhibition
AR	PRPS1	-3.05184247084731e-69	1	inhibition
AR	PTGS2	-3.05184247084731e-69	1	inhibition
AR	PTPN9	0.00448958083722225	1	activation
AR	PTPRM	-0.973357245916993	1	inhibition
AR	QSOX1	-3.05184247084731e-69	1	inhibition
AR	RBMX	-3.05184247084731e-69	1	inhibition
AR	RBPMS	-3.05184247084731e-69	1	inhibition
AR	RELA	-3.05184247084731e-69	1	inhibition
AR	RNASE4	-8.90500839987201e-14	1	inhibition
AR	SCAP	0.69054740481632	1	activation
AR	SCNN1A	0.000864517585373184	1	activation
AR	SDF2	-3.05184247084731e-69	1	inhibition
AR	SERPINB5	-9.1825134782565e-26	1	inhibition
AR	SERPINI1	0.000319695781212973	1	activation
AR	SLC25A11	0.00177719601909777	1	activation
AR	SMARCA2	0.491512601498317	1	activation
