tf	target	mor	likelihood	state
AR	ABCE1	-0.000314164241290131	1	inhibition
AR	ACAD10	0.946072573284859	1	activation
AR	ACP3	0.855175516824061	1	activation
AR	AHSG	0.840478092525445	1	activation
AR	AKR1B1	0.914167890783342	1	activation
AR	AKR1C3	0.100498538729633	1	activation
AR	AKT1	0.897339137431801	1	activation
AR	ALPG	0.466861934160437	1	activation
AR	ANAPC10	0.99618187861676	1	activation
AR	AP2M1	0.950987677560919	1	activation
AR	APPBP2	0.37198188565725	1	activation
AR	ATF6	0.250996904436109	1	activation
AR	ATM	0.691978107292519	1	activation
AR	ATP2B4	-0.0013081866085899	1	inhibition
AR	BABAM2	0.999105711815928	1	activation
AR	BANF1	0.995230519682224	1	activation
AR	BTD	0.989256994463859	1	activation
AR	C1orf21	-0.753233436104072	1	inhibition
AR	CCNG2	0.981890838163954	1	activation
AR	CD4	0.989256994463859	1	activation
AR	CDC6	0.855175516824061	1	activation
AR	CDH2	-1.50680026597811e-06	1	inhibition
AR	CDKL5	-0.00745062858645723	1	inhibition
AR	CDKN1A	0.119247738740608	1	activation
AR	CITED2	0.917978730141997	1	activation
AR	COASY	0.997835624217385	1	activation
AR	CPT2	0.129687338835948	1	activation
AR	CRISP1	-4.19833691516048e-05	1	inhibition
AR	CYCS	0.984491523638274	1	activation
AR	DBI	0.986025159659117	1	activation
AR	DDC	-8.33103895560945e-05	1	inhibition
AR	DDT	0.999622705769851	1	activation
AR	DHX15	0.955490162372008	1	activation
AR	EEF1AKMT3	0.767434884436757	1	activation
AR	EGFR	-0.054505128371594	1	inhibition
AR	EIF3I	0.9969513590122	1	activation
AR	ELF3	0.600716830182825	1	activation
AR	ERBB3	0.209171048428003	1	activation
AR	ESRRA	0.963375683485645	1	activation
AR	EYA2	0.960276602364182	1	activation
AR	FAM13A	0.897339137431801	1	activation
AR	FAM174B	0.872408181466408	1	activation
AR	FKBP5	0.986025159659117	1	activation
AR	FOXA1	-6.7215708893402e-05	1	inhibition
AR	FXYD3	0.254024030788022	1	activation
AR	GLRX	0.990340089877387	1	activation
AR	GNL1	0.740662774997438	1	activation
AR	GRB10	-0.000110626295624328	1	inhibition
AR	GTF2F1	0.992466740126971	1	activation
AR	H2BC21	0.984491523638274	1	activation
AR	HES1	0.152851088328192	1	activation
AR	HK2	0.994959731675255	1	activation
AR	HLA-E	0.997278513475496	1	activation
AR	HNRNPA1	0.953288589994629	1	activation
AR	HSD17B11	0.99131929261049	1	activation
AR	IFI35	0.740662774997438	1	activation
AR	IGF1R	0.649751790787193	1	activation
AR	IGFBP3	0.4922947364361	1	activation
AR	IGHG1	0.11439603666262	1	activation
AR	IL1R1	-3.20470425725166e-05	1	inhibition
AR	JUN	0.712035663751825	1	activation
AR	KCNH2	-3.22288276215476e-05	1	inhibition
AR	KIAA1217	-0.000608702416112766	1	inhibition
AR	KLF5	0.135187280777937	1	activation
AR	KLK2	0.0722681815164011	1	activation
AR	KLK3	-0.0947998849921499	1	inhibition
AR	KLK4	0.995579170485982	1	activation
AR	KRT18	0.10952907874295	1	activation
AR	KRT8	0.104929897107474	1	activation
AR	LIFR	-6.90791655845848e-06	1	inhibition
AR	MED1	0.0881684294549882	1	activation
AR	MMP13	0.110615691854185	1	activation
AR	MRPS27	0.892713456181804	1	activation
AR	MT2A	0.989256994463859	1	activation
AR	MUC1	0.998180510957193	1	activation
AR	MYC	0.452269898469192	1	activation
AR	NCOA2	0.308228177120011	1	activation
AR	NDRG1	0.892713456181804	1	activation
AR	NKX3-1	0.99131929261049	1	activation
AR	NLGN4X	0.954693798045853	1	activation
AR	NME7	0.152851088328192	1	activation
AR	NPAT	-5.99113382701095e-05	1	inhibition
AR	NPEPPS	0.882929599020627	1	activation
AR	NUP214	0.997835624217385	1	activation
AR	ORM1	-5.24673306801454e-05	1	inhibition
AR	ORM2	-0.0156025894731714	1	inhibition
AR	PEX6	0.959610001267919	1	activation
AR	PGC	-1.38432166643669e-06	1	inhibition
AR	PIGR	0.368988922724613	1	activation
AR	PIN1	0.988673316978937	1	activation
AR	PMAIP1	0.994959731675255	1	activation
AR	PMEPA1	-1.34250304773602e-05	1	inhibition
AR	PNPLA4	0.617133923645526	1	activation
AR	PNRC1	0.999207595724316	1	activation
AR	PPP2R5D	0.991772905198845	1	activation
AR	PRAME	0.291774333949046	1	activation
AR	PRKCD	0.999050226175175	1	activation
AR	PRPS1	0.917978730141997	1	activation
AR	PTGS2	-7.49125966671669e-06	1	inhibition
AR	PTPN9	0.58215213810976	1	activation
AR	PTPRM	0.733857273497102	1	activation
AR	QSOX1	0.999572186134033	1	activation
AR	RBMX	0.901793029039238	1	activation
AR	RBPMS	0.0705712188265469	1	activation
AR	RELA	0.990842070751032	1	activation
AR	RNASE4	0.0881684294549882	1	activation
AR	SCAP	0.849030448870526	1	activation
AR	SCNN1A	0.974141887991012	1	activation
AR	SDF2	0.957596096525943	1	activation
AR	SERPINB5	0.964455910763819	1	activation
AR	SERPINI1	0.165629217359939	1	activation
AR	SLC25A11	0.976625260196255	1	activation
AR	SMARCA2	0.638800652377723	1	activation
AR	SMS	0.998929312142196	1	activation
AR	SNAI2	0.0773524516156922	1	activation
AR	SORD	0.887911682488121	1	activation
AR	SOX4	0.124375431671057	1	activation
AR	SPDEF	0.827504869022004	1	activation
AR	STK39	0.953288589994629	1	activation
AR	STXBP2	0.991772905198845	1	activation
AR	SUOX	0.749797463215663	1	activation
AR	SUSD6	0.978883838301453	1	activation
AR	TESK1	0.99372372285506	1	activation
AR	THRA	0.995731264579157	1	activation
AR	TMPRSS2	-5.20371525332025e-06	1	inhibition
AR	TNFRSF1A	0.822368202601782	1	activation
AR	TRPS1	0.523383223832557	1	activation
AR	UBC	0.98741487031211	1	activation
AR	UBE2D3	0.998283392327023	1	activation
AR	UGT2B15	-0.0245796391677339	1	inhibition
AR	VAPA	0.99131929261049	1	activation
AR	VEGFA	0.084365256599023	1	activation
AR	XPA	0.997593470900665	1	activation
AR	ZBTB16	0.999758538456771	1	activation
AR	ZCCHC9	0.969950872463674	1	activation
AR	ZFHX4	0.9892310852152	1	activation
AR	ZNF559	-3.20470425725166e-05	1	inhibition
ARNTL	AVP	0.136338447252486	1	activation
ARNTL	BHLHE40	0.0962307240304014	1	activation
ARNTL	CRY1	0.146765763583964	1	activation
ARNTL	CRY2	0.767434884436757	1	activation
ARNTL	DBP	0.989812149100644	1	activation
ARNTL	NR1D1	0.994959731675255	1	activation
ARNTL	NR1D2	0.866861025080247	1	activation
ARNTL	PER1	0.511510598989436	1	activation
ARNTL	PER2	-1.04045465910648e-05	1	inhibition
ARNTL	PER3	0.999050226175175	1	activation
ATF1	BCL2	0.966814169308246	1	activation
ATF1	CCNA1	0.940713468628501	1	activation
ATF1	CFTR	0.413118770146187	1	activation
ATF1	CGA	0.0888641576720331	1	activation
ATF1	CIITA	-3.20470425725166e-05	1	inhibition
ATF1	CYP11B1	0.167196858715756	1	activation
ATF1	CYP11B2	0.969957651394795	1	activation
ATF1	ERBB2	0.605147920146714	1	activation
ATF1	FLT1	0.986824478869036	1	activation
ATF1	IL10	0.999638597712848	1	activation
ATF1	LDHA	0.877763093839125	1	activation
ATF1	MAP1LC3B	0.957596096525943	1	activation
ATF1	NTS	0.462278649384054	1	activation
ATF1	PCSK1	0.970375427315332	1	activation
ATF1	PLAUR	0.807757639783104	1	activation
ATF1	SLC20A1	0.985277165037872	1	activation
ATF1	TGFB2	0.826965173231444	1	activation
ATF1	TH	-2.39344309140411e-05	1	inhibition
ATF1	TOP2A	-3.20470425725166e-05	1	inhibition
ATF1	UGT8	0.205436126572169	1	activation
ATF2	APOC3	-0.0802393027100351	1	inhibition
ATF2	ATF3	0.92548189821175	1	activation
ATF2	CCND1	0.7713951991205	1	activation
ATF2	CDKN1A	0.628357788383065	1	activation
ATF2	CYP11B1	-1.33958440560119e-06	1	inhibition
ATF2	CYP11B2	0.487933108361414	1	activation
ATF2	DUSP1	-0.293655739463498	1	inhibition
ATF2	FN1	0.389202718045576	1	activation
ATF2	FOS	-0.00261011152323708	1	inhibition
ATF2	IFNB1	0.997121528150388	1	activation
ATF2	IFNG	0.809269735235404	1	activation
ATF2	IMPDH2	0.470514056655899	1	activation
ATF2	INS	0.11673218254977	1	activation
ATF2	JUN	-0.000253108685335417	1	inhibition
ATF2	MMP2	0.989043960428592	1	activation
ATF2	NOS3	-0.286281059141195	1	inhibition
ATF2	NR4A2	0.94099035265804	1	activation
ATF2	PCK1	0.75332280446272	1	activation
ATF2	PCK2	0.983344016234642	1	activation
ATF2	PLAT	0.924855863731263	1	activation
ATF2	PTGS2	0.880810085794814	1	activation
ATF2	RB1	0.982907815205196	1	activation
ATF2	TGFB2	0.979262236323407	1	activation
ATF2	TNF	0.963763150952115	1	activation
ATF4	ASNS	0.984491523638274	1	activation
ATF4	ATF3	0.767434884436757	1	activation
ATF4	CEBPB	0.660553623290965	1	activation
ATF4	CHAC1	0.877763093839125	1	activation
ATF4	CXCL8	0.535233426513737	1	activation
ATF4	DDIT3	0.999572186134033	1	activation
ATF4	DDIT4	0.982800220914438	1	activation
ATF4	DDR2	0.511510598989436	1	activation
ATF4	DISC1	0.99618187861676	1	activation
ATF4	FGF21	0.152259495128219	1	activation
ATF4	HRK	0.794029213951973	1	activation
ATF4	MCL1	0.308228177120011	1	activation
ATF4	NUPR1	0.395319912111382	1	activation
ATF4	PTGS2	0.638800652377723	1	activation
ATF4	TRIB3	0.997119338224016	1	activation
ATF4	VEGFA	0.225151122942055	1	activation
ATF6	ATP2A2	0.984491523638274	1	activation
ATF6	CALR	0.997278513475496	1	activation
ATF6	DDIT3	0.979934738953216	1	activation
ATF6	DNAJC3	0.997572181954888	1	activation
ATF6	HSP90B1	0.997956946281859	1	activation
ATF6	HSPA5	0.993002856729874	1	activation
ATF6	RTN3	0.999598198439047	1	activation
ATF6	SEL1L	0.99978784894947	1	activation
ATF6	SRF	0.998642338529282	1	activation
ATF6	XBP1	0.948583632325178	1	activation
BACH1	HMOX1	0.989256994463859	1	activation
BACH1	AFG3L1P	0.965134201297842	1	activation
BACH1	ALDOA	0.968418715778938	1	activation
BACH1	ASAP1	0.98741487031211	1	activation
BACH1	BICDL1	0.893125722820675	1	activation
BACH1	CDK6	0.440537167742472	1	activation
BACH1	CLIP4	0.948583632325178	1	activation
BACH1	DPH6	0.104929897107474	1	activation
BACH1	GCLC	0.988059750625125	1	activation
BACH1	IFRD1	0.979934738953216	1	activation
BACH1	KCTD20	0.99372372285506	1	activation
BACH1	LBR	0.940713468628501	1	activation
BACH1	MAFG	0.99968800224229	1	activation
BACH1	MAPT	-4.55497308418462e-06	1	inhibition
