ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa05169	Epstein-Barr virus infection	30	-0.342402207077905	-2.22203022344892	0.000121577316807403	0.000121577316807403	0.0382648607635933	1759	tags=96%, list=59%, signal=40%	CIR1/CASP9/PIK3CA/CXCL10/POLK/PIK3R3/NFKBIE/SYK/SAP30/FCER2/AKT2/IRF3/CD58/NEDD4/PIK3R2/NFKBIB/NFKBIB/TP53/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/NFKBIA/PIK3R1/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/SAP30L/MAP2K7/ADRM1/B2M/B2M/IFNB1/APAF1/CCNA1
hsa04740	Olfactory transduction	145	0.334148487621023	1.51705818498017	0.00151867512498459	0.00151867512498459	0.238991506510733	1069	tags=56%, list=36%, signal=39%	OR5H15/OR6K2/OR8B12/OR4C45/OR13J1/OR1N1/OR10R2/OR2A5/OR2A5/OR4D5/OR4C15/OR1Q1/OR2A25/OR2A25/OR51G1/OR1L3/OR2M3/OR10G7/OR1N2/OR5M10/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR4C3/OR10J1/OR2AT4/OR2V2/OR51F1/OR1S2/OR4D6/OR6C6/OR10H2/OR5M9/OR11L1/OR10A7/OR2T2/OR2T2/OR2T2/OR1J4/OR2T34/OR2T27/OR5W2/OR10Q1/OR51I2/OR8J3/OR6B2/OR12D2/OR12D2/OR12D2/OR12D2/OR12D2/OR12D2/PRKG1/OR52B2/OR4A47/OR1I1/OR4X1/OR2A2/OR2A2/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR4M1/OR52N1/OR7C2/OR2T8/OR7D4/OR4D11/OR2A7/OR2A7/LOC107987545/LOC107987545/OR10AG1/OR10H4/OR13C3/OR2W3/OR14A16/OR1S1/OR2Z1/OR2T12/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR13H1/OR4F6/OR2A4/OR8D2/OR1B1/OR6K6/OR3A3/OR52B4/OR52M1
hsa04261	Adrenergic signaling in cardiomyocytes	15	0.588084993033358	1.90083831354103	0.00236184889103614	0.00236184889103614	0.247786953831511	724	tags=74%, list=24%, signal=56%	PLCB4/ADRB1/ADRB2/RAPGEF3/AKT3/AKT3/KCNK2/TPM4/ATF6B/ATF6B/ATF6B/ATF6B/CACNA2D3/CREB3L3
hsa04080	Neuroactive ligand-receptor interaction	85	0.346340054837893	1.51157255964526	0.00591176163697776	0.00591176163697776	0.465162297225356	1209	tags=58%, list=40%, signal=36%	GABRA3/TRHR/ADRB1/CHRM4/HRH4/MC1R/GABRA5/ADRA2A/ADRB2/GRIN2B/HRH3/RXFP3/RXFP3/RXFP2/CRHR2/HTR2A/C3AR1/CCKBR/TAAR2/GALR1/VIPR1/CHRNA4/GABRQ/ADRB3/LPAR3/ADORA2B/DRD2/GRM5/GRIA1/P2RY2/UTS2R/GRIN2C/AVPR1B/GABRA4/TAAR9/HTR1E/F2RL2/GRIN2A/GRIK1/NPY5R/UTS2/NPY2R/LTB4R/LTB4R/TAAR1/GRIN3A/P2RY4/P2RX7/THRA/GABRD/BRS3/GRIA2
hsa00220	Arginine biosynthesis	3	-0.845	-1.7505819725028	0.0111105346028111	0.0111105346028111	0.581920335682933	469	tags=100%, list=16%, signal=84%	GPT/GPT2
hsa01210	2-Oxocarboxylic acid metabolism	3	-0.845	-1.7505819725028	0.0111105346028111	0.0111105346028111	0.581920335682933	469	tags=100%, list=16%, signal=84%	GPT/GPT2
hsa04940	Type I diabetes mellitus	4	-0.780260086695565	-1.87309828098018	0.0129423753588345	0.0129423753588345	0.581920335682933	664	tags=100%, list=22%, signal=79%	HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/LTA/LTA/LTA/LTA/LTA/LTA/LTA
hsa00620	Pyruvate metabolism	4	-0.755251750583528	-1.81306307966671	0.0185423744973067	0.0185423744973067	0.645547550255719	739	tags=100%, list=25%, signal=75%	GRHPR/ACACB/ACYP1
hsa04970	Salivary secretion	9	0.599198233587461	1.64040054226079	0.0185505145207564	0.0185505145207564	0.645547550255719	876	tags=78%, list=29%, signal=55%	PLCB4/ADRB1/ADRB2/SLC4A2/ADRB3/PRKG1/CST4
hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate	3	0.801502651978784	1.52312581098283	0.0260426390334388	0.0260426390334388	0.645547550255719	228	tags=67%, list=8%, signal=62%	B4GALT1/CHST1
hsa04922	Glucagon signaling pathway	15	0.507215862559767	1.63944898477401	0.0289389067524116	0.0289389067524116	0.645547550255719	481	tags=50%, list=16%, signal=42%	PLCB4/PGAM1/AKT3/AKT3/PPARGC1A/FBP1/PPP4C/PRKAB2
hsa04666	Fc gamma R-mediated phagocytosis	24	0.43506490550649	1.55691391695815	0.0308324768756423	0.0308324768756423	0.645547550255719	392	tags=38%, list=13%, signal=34%	SPHK1/INPP5D/INPP5D/PRKCD/SPHK2/FCGR1A/AKT3/AKT3/VAV2/PLD1
hsa05320	Autoimmune thyroid disease	3	-0.78	-1.61592182077182	0.0349084415779271	0.0349084415779271	0.645547550255719	664	tags=100%, list=22%, signal=78%	HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B
hsa05330	Allograft rejection	3	-0.78	-1.61592182077182	0.0349084415779271	0.0349084415779271	0.645547550255719	664	tags=100%, list=22%, signal=78%	HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DOA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-DRA/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B
hsa04071	Sphingolipid signaling pathway	20	0.454638087262447	1.55109428105056	0.0354906054279749	0.0354906054279749	0.645547550255719	392	tags=38%, list=13%, signal=33%	SPHK1/PLCB4/PDPK1/SPHK2/ASAH1/AKT3/AKT3/PLD1
hsa04540	Gap junction	12	0.52246964656649	1.56821023301157	0.036117381489842	0.036117381489842	0.645547550255719	1065	tags=75%, list=35%, signal=49%	PLCB4/ADRB1/HTR2A/PRKG1/DRD2/GRM5/MAPK7/GJA1/SOS2
hsa04723	Retrograde endocannabinoid signaling	17	0.478141424585349	1.58363346436317	0.0377754459601259	0.0377754459601259	0.645547550255719	1329	tags=76%, list=44%, signal=43%	GABRA3/PLCB4/GABRA5/GNG10/GABRQ/GRM5/GRIA1/NDUFS7/NDUFB7/GABRA4/GABRD/GRIA2/GABRR3
hsa04971	Gastric acid secretion	8	0.595153594703328	1.57058728169153	0.0380952380952381	0.0380952380952381	0.645547550255719	525	tags=50%, list=17%, signal=41%	PLCB4/KCNK2/CCKBR/SLC4A2
hsa00561	Glycerolipid metabolism	7	-0.526759654205361	-1.61129756010326	0.039819239842845	0.039819239842845	0.645547550255719	797	tags=88%, list=27%, signal=64%	GLA/DGKG/ALDH3A2/DGKE/PNPLA3/DGKD/DGKD
hsa05340	Primary immunodeficiency	4	-0.688896298766255	-1.65376967884831	0.0410214162369855	0.0410214162369855	0.645547550255719	938	tags=100%, list=31%, signal=69%	ADA/RFXANK/UNG
hsa05414	Dilated cardiomyopathy	10	0.542890570524231	1.54001786435166	0.0450346420323326	0.0450346420323326	0.647866780114258	1056	tags=80%, list=35%, signal=52%	ADRB1/TPM4/DES/TGFB3/CACNA2D3/ITGA6/ITGA7/ITGB1
hsa00380	Tryptophan metabolism	3	-0.755	-1.56412945472144	0.0467819012555104	0.0467819012555104	0.647866780114258	739	tags=100%, list=25%, signal=75%	TPH2/AANAT
hsa05410	Hypertrophic cardiomyopathy	10	0.536891119065618	1.52299921837729	0.0473441108545035	0.0473441108545035	0.647866780114258	1056	tags=80%, list=35%, signal=52%	TPM4/PRKAB2/DES/TGFB3/CACNA2D3/ITGA6/ITGA7/ITGB1
hsa04710	Circadian rhythm	13	0.497237907409299	1.53590621949155	0.051054384017758	0.051054384017758	0.655651164018371	586	tags=46%, list=20%, signal=37%	PER1/BTRC/NFIL3/RORA/PRKAB2/RORB
hsa05033	Nicotine addiction	16	0.466899466277149	1.52627361346814	0.0522388059701493	0.0522388059701493	0.655651164018371	1329	tags=72%, list=44%, signal=41%	GABRA3/GABRA5/GRIN2B/CHRNA4/GABRQ/GRIA1/GRIN2C/GABRA4/GRIN2A/GRIN3A/GABRD/GRIA2/GABRR3
hsa04020	Calcium signaling pathway	51	0.342648139490225	1.4058745135184	0.0541624874623872	0.0541624874623872	0.655651164018371	1119	tags=53%, list=37%, signal=34%	SPHK1/TRHR/PLCB4/ADRB1/SPHK2/ADRB2/MCOLN2/MCOLN3/HTR2A/FGFR4/CCKBR/FGF19/FGFR1/GNA14/ADRB3/ADORA2B/GRM5/PLCD4/FGF3/GRIN2C/MST1R/CAMK1/AVPR1B/GRIN2A/PLCE1/NGF/HGF/P2RX7
