TF	size	nes	pval	pval.fdr
FOXO3	38	2.72898468158394	0.00635296549445542	0.260359877393378
AR	129	2.68728100728596	0.00720363213826058	0.260359877393378
SP1	300	-2.59255682719945	0.00952654412964427	0.260359877393378
LEF1	19	2.50428916495541	0.012269770858264	0.260359877393378
NFKB2	17	-2.4484786825149	0.014346091898954	0.260359877393378
STAT5A	21	2.42600269219357	0.0152661570314326	0.260359877393378
EGR1	114	2.41239750704161	0.0158479925369882	0.260359877393378
JUN	116	-2.35365721544144	0.0185897449392264	0.26722758350138
TAL1	16	2.27631451456555	0.0228271920045453	0.267905057957232
NFKB1	153	-2.24206970852825	0.0249568673810509	0.267905057957232
MITF	34	-2.22702864098205	0.0259453596844679	0.267905057957232
GATA3	68	2.17690908549063	0.0294873514120167	0.267905057957232
FOXP1	163	2.16634387156723	0.0302849195951653	0.267905057957232
KMT2A	10	2.12113837744834	0.0339101591758994	0.278547736087745
HIF1A	143	-2.05570723332404	0.0398107442918391	0.294297944398473
RUNX3	11	1.9981222010904	0.0457034133682556	0.294297944398473
STAT3	71	1.98622236512504	0.047008638546591	0.294297944398473
RARA	33	-1.9830686892737	0.0473597574489644	0.294297944398473
FOS	85	-1.97188147395861	0.0486231386397478	0.294297944398473
FOSL2	10	-1.91777328622925	0.0551397644432348	0.309578574772618
SPI1	98	-1.9024154774714	0.0571168591743007	0.309578574772618
FOSL1	10	-1.87276830216458	0.0611003868906515	0.309578574772618
ETS1	132	1.84771569445364	0.0646434823400358	0.309578574772618
BACH1	29	-1.82721323517055	0.0676677146570181	0.309578574772618
NFYA	9	1.82371085174931	0.0681957974079011	0.309578574772618
ESR1	152	-1.79272103725366	0.0730175409621691	0.309578574772618
STAT4	10	1.78777087742342	0.0738129812231266	0.309578574772618
PPARG	34	-1.77817173891295	0.0753756529881158	0.309578574772618
RELB	13	-1.74136071567992	0.08162036968019	0.323666983214547
CEBPD	12	-1.71915940027766	0.0855853512174551	0.328077179666911
RELA	135	1.69407040090734	0.0902519060406253	0.3314532927902
ZEB1	14	1.68374747810291	0.0922304814720556	0.3314532927902
STAT5B	16	1.6395782392814	0.101092890693367	0.352293406961732
REL	19	-1.54660107327216	0.121959470769923	0.39814304887802
MYC	350	1.54498105546431	0.122350845782827	0.39814304887802
NFE2L2	11	-1.53560174945003	0.124636084866163	0.39814304887802
HSF1	10	1.50516898726915	0.132280636229889	0.411142518011816
PRDM14	177	1.4888762311813	0.136519963631933	0.413152521517693
PPARA	28	1.45590813877186	0.145418015480216	0.421570864448091
CEBPB	37	-1.42731320183111	0.153489636967457	0.421570864448091
TCF3	14	1.42540074300979	0.15404139341614	0.421570864448091
TFAP2A	59	1.41194712113229	0.15796553167717	0.421570864448091
TCF7L2	20	-1.41124653750281	0.158171932414811	0.421570864448091
PGR	11	1.39226819026211	0.163841200277823	0.421570864448091
SMAD3	30	-1.38500018117888	0.166052411964856	0.421570864448091
ERG	12	1.37662458520599	0.168628345779237	0.421570864448091
KLF4	12	-1.3167717391839	0.187915148481905	0.459792384583384
MYB	25	1.22620506387433	0.220121516168225	0.516914996579928
ETS2	30	-1.21641743842357	0.223825944321294	0.516914996579928
CEBPA	135	1.19671447458087	0.231417863300313	0.516914996579928
SMAD4	24	1.19353285102762	0.23266075435443	0.516914996579928
TWIST1	15	-1.19079142328183	0.233735476714402	0.516914996579928
NR3C1	9	1.17437999434626	0.240242854768899	0.521281666007988
CREB1	67	1.136146480415	0.255895264956615	0.544962138333531
GLI2	16	1.11531363859777	0.264716042930769	0.553497180673425
GATA2	40	1.04864744546406	0.294340410609944	0.604449057502564
FOXO4	14	1.01409694969052	0.310536493402547	0.626520995461279
USF2	36	-0.987555126165794	0.323370572357691	0.641165790019559
TP53	231	0.938981191382327	0.347740401233753	0.653745071649792
GATA1	14	0.934746086182118	0.349919170118665	0.653745071649792
SP3	67	-0.930614145233101	0.352053194793864	0.653745071649792
ATF2	20	0.929840130761544	0.35245386471554	0.653745071649792
POU2F1	27	0.887090120336405	0.375030382717877	0.677750638030718
IRF1	31	-0.883098668023358	0.377182963773617	0.677750638030718
ATF1	18	0.856841014227451	0.391532755372381	0.692711797966521
POU2F2	9	-0.838471519874435	0.401765936469864	0.70004670748537
WT1	26	0.816282117543003	0.414338799682438	0.711178536768363
USF1	56	-0.793112499968035	0.427712280694745	0.723336945292583
ATF6	10	-0.761968157218604	0.446079009300561	0.737552543551079
FOXO1	38	0.757174998748234	0.448945026509352	0.737552543551079
VDR	20	-0.718462766143599	0.472471997924691	0.748156255163538
REST	11	0.718325752005308	0.47255645535389	0.748156255163538
NFIC	22	0.714502389111778	0.474916579364681	0.748156255163538
STAT6	10	-0.646564353967623	0.517913934463407	0.80202806012809
NR5A1	9	0.631382994211039	0.527790132568243	0.80202806012809
FLI1	13	0.61824100373859	0.53641648476339	0.80202806012809
ZBTB33	12	0.616788350451926	0.537374336900718	0.80202806012809
ATF4	16	0.605268764474085	0.545000432129162	0.80202806012809
TP63	17	-0.596324590541583	0.550958406522775	0.80202806012809
FOXL2	19	0.578349869401157	0.563027931855198	0.809352652041847
PAX6	11	-0.527428909039723	0.597895772439204	0.848864368277882
MYCN	13	0.516632280956615	0.605412876863054	0.849054644381112
IRF9	12	0.483282478759335	0.628895179064834	0.868066332857798
ESR2	16	0.476011979907402	0.634065843130914	0.868066332857798
CTCF	104	0.429929718301732	0.667246766782441	0.890578035347989
RFX5	13	0.420108741522213	0.674406017072605	0.890578035347989
PAX8	10	0.411642920089008	0.680601167977376	0.890578035347989
FOXA1	27	-0.41043646571214	0.68148580096194	0.890578035347989
ELK1	30	-0.376162372449831	0.706796186995281	0.913090443020076
FOXA2	10	0.36569521022586	0.714592520624407	0.913090443020076
JUND	18	-0.32130139783983	0.747981997208063	0.945251974493706
NR2F2	12	0.286685546480467	0.774353105501178	0.958044580477629
TFAP2C	15	-0.281508649149816	0.778320295146878	0.958044580477629
RXRA	9	-0.268865785179709	0.788032967221551	0.958044580477629
SOX2	10	0.255974094322855	0.797970840791752	0.958044580477629
ARNTL	8	0.253659074212055	0.799758954137847	0.958044580477629
EPAS1	11	0.234845830373176	0.814328394816954	0.965440880453089
HNF1A	17	0.217118625100914	0.828115899430045	0.969279740324571
HNF4A	67	0.19688916160085	0.843914275457858	0.969279740324571
E2F2	14	0.187450790346276	0.851307203338906	0.969279740324571
SRF	9	0.169972535789355	0.865031735600037	0.969279740324571
SREBF1	22	0.168764854585723	0.865981603716576	0.969279740324571
NFATC2	9	0.163098003104735	0.870441272037476	0.969279740324571
ETV4	15	0.129134251093876	0.897251420442443	0.969279740324571
E2F3	13	0.123529307631869	0.90168796787842	0.969279740324571
E2F1	304	0.117827686587445	0.906204191627418	0.969279740324571
FOXM1	32	-0.113023937207719	0.910011577661611	0.969279740324571
SOX10	16	0.0945106965517885	0.924703485860442	0.969279740324571
YY1	67	0.0929597614379968	0.925935528469359	0.969279740324571
CDX2	12	0.0914473456648371	0.927137142919155	0.969279740324571
SREBF2	15	-0.0495615032830942	0.960471824839115	0.992293225415602
STAT2	38	0.0379035347944479	0.969764594717623	0.992293225415602
SOX9	11	-0.0312929008599913	0.975035951930113	0.992293225415602
E2F4	225	0.0112344538783524	0.99103639125573	0.999136502541056
TFDP1	12	0.00108223378408833	0.999136502541056	0.999136502541056
