"mIDH2.wtIDH.logFC"	"mIDH2.wtIDH.AveExpr"	"mIDH2.wtIDH.t"	"mIDH2.wtIDH.P.Value"	"mIDH2.wtIDH.adj.P.Val"	"mIDH2.wtIDH.B"	"mIDH2.wtIDH.ID"
-2.74650949173306	3.99617916391452	-3.20532730718086	0.00173851577397786	0.144828757042371	-1.5358469775153	"Vargetef"
-2.89387344720804	5.30939629712169	-3.20417419823385	0.00174492478364302	0.144828757042371	-1.53844280688814	"PD173955"
-2.23642023792387	6.0143867189093	-2.68429380348181	0.0083209774609034	0.286109328562035	-2.62998927830343	"GSK-1838705A"
-2.51147717878702	3.9583074934536	-2.65202797875625	0.0091085533975478	0.286109328562035	-2.69236923431865	"JQ1"
0.953658513035174	9.65790950318993	2.64535785241583	0.00927954004465347	0.286109328562035	-2.70518382140052	"PHT-427"
1.5470101233075	8.8868533530575	2.50469591144664	0.0136295783865377	0.286109328562035	-2.96890476362055	"AKT Inhibitor IV"
-2.43178299939646	5.72904962754921	-2.50446987302551	0.0136378372544808	0.286109328562035	-2.96931845642118	"Doramapimod (BIRB 796)"
-2.39951763292743	4.16274786402299	-2.46459543968271	0.0151667188772681	0.286109328562035	-3.04178425500033	"Venetoclax"
-2.11537941078057	6.38985031362061	-2.43088607571109	0.0165765544397127	0.286109328562035	-3.10224875747884	"GW-2580"
-1.57013839458983	8.79728028670758	-2.40685223462963	0.0176517421083571	0.286109328562035	-3.14490996599532	"Lenalidomide"
-2.33880246404438	5.15154571307456	-2.37932180441199	0.018959051892665	0.286109328562035	-3.19331719543384	"OTX-015"
1.53984740813899	7.94423242697947	2.33293010410925	0.0213567221204498	0.288336540951766	-3.2737703035587	"Tofacitinib (CP-690550)"
-3	11.0084033613445	-2.2874751529769	0.0239614608714173	0.288336540951766	-3.35122944281041	"AKT Inhibitor X"
0.697835736186155	9.76543336598785	2.28160293745386	0.0243175395983417	0.288336540951766	-3.36113685901127	"PD153035"
-1.86604474305688	5.73964131273999	-2.21782233164021	0.0284943330926395	0.29705493355163	-3.46727305113426	"PHA-665752"
-1.3076986032342	8.96943172859439	-2.2158657862039	0.0286318008242535	0.29705493355163	-3.47048612910665	"GSK-1904529A"
-5.36128226458024	14.1993026359229	-2.15373491903161	0.0333084174050365	0.311787177437588	-3.57118644866517	"JNK Inhibitor II"
1.04045493163409	9.38473158260731	2.14755097254509	0.0338082481558831	0.311787177437588	-3.58106744580245	"Staurosporine"
-1.06079111424828	5.38276978524695	-2.067436513497	0.0408940311595072	0.346578348219871	-3.70674161680085	"MLN120B"
1.35420303791448	8.80350798186872	2.03380307752632	0.0442288922840005	0.346578348219871	-3.75820202674734	"Lestaurtinib (CEP-701)"
-1.54539964202315	7.78406713914105	-2.0235541858942	0.0452902352672044	0.346578348219871	-3.77372958283095	"Vandetanib (ZD6474)"
0.648518106576644	9.72000618450007	2.01745538027588	0.045932070246007	0.346578348219871	-3.78293543146777	"PP2"
0.666197995049586	9.70521480764181	1.99016042953125	0.0489004685290129	0.350832210492493	-3.82382321707881	"AMPK Inhibitor"
-1.52565174189788	2.40468781550442	-1.97409501902707	0.0507227292278304	0.350832210492493	-3.84764976118146	"Neratinib (HKI-272)"
1.8080985405012	5.99314468942222	1.92649681404141	0.0564631745137522	0.363325814720161	-3.91719704069615	"Linifanib (ABT-869)"
0.781456157245584	9.49399152039524	1.92042809261388	0.0572330154202438	0.363325814720161	-3.92595156208732	"Go6976"
1.56013353074667	3.21869398751368	1.89850028147456	0.0600887180698124	0.363325814720161	-3.95737078444625	"Bortezomib (Velcade)"
-1.36855333820864	8.01434917957517	-1.88956881513768	0.0612857050880772	0.363325814720161	-3.97007242212104	"Palbociclib"
