"mIDH1.wtIDH.logFC"	"mIDH1.wtIDH.AveExpr"	"mIDH1.wtIDH.t"	"mIDH1.wtIDH.P.Value"	"mIDH1.wtIDH.adj.P.Val"	"mIDH1.wtIDH.B"	"mIDH1.wtIDH.ID"
3.59189264156283	6.48726290553906	3.47017098301825	0.000731342050235588	0.121402780339108	-0.604582457562008	"Selumetinib (AZD6244)"
2.255428250855	7.86299000932656	2.88102278877875	0.0047237840076373	0.392074072633896	-2.11256952091278	"Tofacitinib (CP-690550)"
0.902105676380135	9.6737099179263	2.72580268659312	0.00741022392645836	0.410032390597363	-2.47067036131593	"KN93"
2.58976862546937	4.38657356677455	2.44537355756401	0.0159741483414676	0.559061230524423	-3.07374491775461	"CYT387"
0.795054945504857	9.73722760275687	2.34172776083161	0.020901920248606	0.559061230524423	-3.28194392970482	"SB-202190"
2.3425304590153	5.18693521295665	2.30694626352471	0.022833540303419	0.559061230524423	-3.34999829220535	"CI-1040 (PD184352)"
-1.05200354912101	9.52876040092065	-2.25126768670623	0.0262533555214824	0.559061230524423	-3.45702692228706	"Vismodegib (GDC-0449)"
-1.71170656761538	8.60224301749328	-2.16194278729849	0.032678187797839	0.559061230524423	-3.62377268424891	"DBZ"
-0.799199068302469	9.63519505077764	-2.14550057441219	0.0339990296787153	0.559061230524423	-3.65379535179745	"STO609"
2.22499768524427	6.30345096987006	2.11107284169346	0.0369151198662213	0.559061230524423	-3.71597940372583	"Midostaurin"
1.23566474324878	9.14360709316488	2.09259758379085	0.0385671848809018	0.559061230524423	-3.74896959466498	"Go6976"
1.54899488386154	8.75067833599864	2.07273343733418	0.0404140648571872	0.559061230524423	-3.78414272461367	"TG101348"
2.02340138309216	5.39466650692209	1.99896648383983	0.0479518594319926	0.585792325058597	-3.91205394561135	"PRT062607"
-1.5296865546741	8.28397154895889	-1.96975369255995	0.0512518413621829	0.585792325058597	-3.96152399558127	"Nutlin 3a"
2.04279367550681	5.93913221758105	1.93011020340037	0.0560365075699986	0.585792325058597	-4.02757690910278	"Linifanib (ABT-869)"
2.12319218136675	5.16735300820143	1.9267256836138	0.0564619108490214	0.585792325058597	-4.03315828217114	"NVP-TAE684"
1.6687964371459	7.82443490520339	1.89258439952992	0.0609074453037229	0.594743289436354	-4.088950118613	"Motesanib (AMG-706)"
1.48418209988522	8.54398972505599	1.83131759420402	0.0696213238853937	0.617470462964311	-4.18673292762445	"Lestaurtinib (CEP-701)"
1.07130981803164	1.11515826566464	1.8243541745292	0.0706743300983248	0.617470462964311	-4.1976560737458	"Dasatinib"
1.7930446341843	2.89414997419456	1.7600631770668	0.0810350382938788	0.652260017826916	-4.29665971383845	"Trametinib (GSK1120212)"
